no,plate_identifier,Inner.Core.Sample.ID,Sample.Mass.Added.to.Tube..mg.,Date.Weighed,Name.of.Weigher,Notes,Sample.Archived,Sample.Notes,Extraction.Plate.ID,Plate.Well.No.,Plate.Position,Blank.Well.,Sample.Added.to.Extraction.Plate,Name.of.Person.Adding.to.Plate,Date.Plate.Extracted,species,core_type,material,lab_id,�..Well,Sample.description.1,Sample.description.2,Sample.description.3,Sample.description.4,Target,Conc.copies.µL.,Molecular.Weight.pg.µL.,Status,Status.Reason,Experiment,SampleType,TargetType,Supermix,DyeName.s.,Copies.20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted.Droplets,Positives,Negatives
1289,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,strict,mcra,0.136671767,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.733435392,NA,NA,0.437815696,0.020704752,17217,2,17215
1290,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.226895332,0,15536,0,15536
1292,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,loose,mmox,0.083576925,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.671538472,NA,NA,0.39921692,0.003510111,14077,1,14076
1293,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.226895332,0,15536,0,15536
1294,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,strict,pmoa,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.235900372,0,14943,0,14943
1296,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,strict,mmox,0.083576925,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.671538472,NA,NA,0.39921692,0.003510111,14077,1,14076
1298,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,loose,mcra,0.273359418,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5.467188358,NA,NA,0.644614875,0.082479507,17217,4,17213
1299,4E4,"QUAL_WO1
Wood_Outer
Lab ID: 125a",103.7,7/26/22,Qespi,,x,,Plate 4,29,E4,,,,,QUAL,Outer,Wood,125a,E4,Plate 4,,NA,loose,pmoa,0.3937186,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,7.874372005,NA,NA,0.855718493,0.138416454,14943,5,14938
1301,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,strict,mcra,0.129488811,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.589776278,NA,NA,0.414802969,0.019616639,18172,2,18170
1302,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,strict,mmox,0.081566229,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.63132453,NA,NA,0.389611334,0.003425668,14424,1,14423
1303,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,loose,pmoa,4.535067081,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,90.70133972,NA,NA,5.948001862,3.366655588,12476,48,12428
1305,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,loose,mmox,1.06080246,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,21.21604919,NA,NA,1.75206244,0.580956399,14424,13,14411
1307,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.299758077,0,11760,0,11760
1308,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,strict,pmoa,1.037743211,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,20.75486374,NA,NA,1.784635544,0.535738528,12476,11,12465
1311,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.299758077,0,11760,0,11760
1312,4E5,"QURU_RO105
Wood_Outer
Lab ID: 133a",101.1,7/22/22,Qespi,,x,,Plate 4,37,E5,,,,,QURU,Outer,Wood,133a,E5,Plate 4,,NA,loose,mcra,0.777146697,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,15.54293442,NA,NA,1.308038712,0.414090574,18172,12,18160
1313,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,loose,mcra_probe,0.108007394,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.160147905,NA,NA,0.515932798,0.004536111,10893,1,10892
1314,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,loose,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.237234086,0,14859,0,14859
1315,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,loose,mcra,0.0678844,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.35768795,NA,NA,0.324251205,0.002851066,17331,1,17330
1316,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.323619843,0,10893,0,10893
1320,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,loose,pmoa,0.080291457,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.60582912,NA,NA,0.383521408,0.003372131,14653,1,14652
1321,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.237234086,0,14859,0,14859
1322,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,strict,pmoa,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.240569592,0,14653,0,14653
1323,4E6,"QUVE_BO1
Wood_Outer
Lab ID: 141a",100.4,7/27/22,Qespi,,x,,Plate 4,45,E6,,,,,QUVE,Outer,Wood,141a,E6,Plate 4,,NA,strict,mcra,0.0678844,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.35768795,NA,NA,0.324251205,0.002851066,17331,1,17330
1326,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.219532594,0,16057,0,16057
1328,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,loose,mmox,0.659600377,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13.19200706,NA,NA,1.195174932,0.314509958,16057,9,16048
1329,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,strict,mcra,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.219614655,0,16051,0,16051
1330,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.260039508,0,13556,0,13556
1331,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.260039508,0,13556,0,13556
1332,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,strict,pmoa,0.904123843,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,18.08247757,NA,NA,1.554782987,0.466769904,14319,11,14308
1333,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,loose,mcra,1.026588678,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,20.53177261,NA,NA,1.666900158,0.576099277,16051,14,16037
1336,4E7,"TSCA_H301
Wood_Outer
Lab ID: 149a",100.3,7/21/22,Cade,,x,,Plate 4,53,E7,,,,,TSCA,Outer,Wood,149a,E7,Plate 4,,NA,loose,pmoa,3.785512924,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,75.71025848,NA,NA,4.992357731,2.791460037,14319,46,14273
1337,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,strict,mmox,0.081537969,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.630759358,NA,NA,0.389476299,0.003424481,14429,1,14428
1338,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,loose,mcra,2.861249447,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,57.22499084,NA,NA,3.772960901,2.110120058,18937,46,18891
1340,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,strict,mcra,0.062127139,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.242542744,NA,NA,0.296748817,0.002609274,18937,1,18936
1342,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.312072694,0,11296,0,11296
1344,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,strict,pmoa,1.603039622,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,32.06079102,NA,NA,2.416535616,0.996753693,14688,20,14668
1345,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,loose,pmoa,6.747493744,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,134.9498749,NA,NA,8.30224514,5.401172161,14688,84,14604
1346,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.312072694,0,11296,0,11296
1347,4E8,"TSCA_HX5
Wood_Outer
Lab ID: 157a",101.7,7/21/22,Qespi,,x,,Plate 4,61,E8,,,,,TSCA,Outer,Wood,157a,E8,Plate 4,,NA,loose,mmox,1.468548775,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,29.37097549,NA,NA,2.260204077,0.88784498,14429,18,14411
1350,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,loose,mcra,0.359593689,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,7.19187355,NA,NA,0.735126734,0.140827745,19633,6,19627
1352,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.234894246,0,15007,0,15007
1354,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,loose,mmox,2.354197502,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,47.08395004,NA,NA,3.304272413,1.606778741,15007,30,14977
1355,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.333447337,0,10572,0,10572
1356,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.333447337,0,10572,0,10572
1357,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,strict,pmoa,0.56859833,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,11.37196636,NA,NA,1.10755837,0.241539508,14487,7,14480
1358,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,strict,mcra,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.179543361,0,19633,0,19633
1360,4E9,"ACRU_RM301B
Wood_Inner
Lab ID: 7c",103.4,7/27/22,Qespi + Jon,,x,,Plate 4,69,E9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,7c,E9,Plate 4,,NA,loose,pmoa,3.008565903,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,60.17131805,NA,NA,4.089379787,2.137811422,14487,37,14450
1361,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,strict,pmoa,0.395851463,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,7.917029381,NA,NA,0.933532059,0.119434148,11890,4,11886
1363,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,loose,mcra_probe,0.168960303,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3.379206181,NA,NA,0.541265488,0.025595926,13927,2,13925
1366,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,loose,mcra,0.214690939,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4.293818951,NA,NA,0.56908828,0.050949775,16441,3,16438
1367,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.253111601,0,13927,0,13927
1368,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,loose,pmoa,2.178833246,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,43.57666397,NA,NA,3.226207733,1.387549281,11890,22,11868
1370,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.215967983,0,16322,0,16322
1371,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,strict,mcra,0.214690939,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4.293818951,NA,NA,0.56908828,0.050949775,16441,3,16438
1372,4F1,"KALA_MLGP
Wood_Outer
Lab ID: 102a",100.2,7/26/22,Qespi,,x,,Plate 4,6,F1,,,,,KALA,Outer,Wood,102a,F1,Plate 4,,NA,loose,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.215967983,0,16322,0,16322
1387,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,strict,mcra_probe,2.344434977,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,46.88869858,NA,NA,3.212725878,1.64905715,17581,35,17546
1388,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.248630151,0,14178,0,14178
1389,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,loose,pmoa,14.35945702,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,287.1891479,NA,NA,16.49503899,12.22774506,14343,174,14169
1391,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,loose,mcra_probe,1496.097168,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,29921.94336,NA,NA,1524.294678,1468.559814,17581,12652,4929
1393,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,strict,mcra,296.7053833,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5934.107422,NA,NA,305.803772,287.6768799,18568,4139,14429
1394,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,strict,pmoa,11.87115097,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,237.4230194,NA,NA,13.81171417,9.933784485,14343,144,14199
1395,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,loose,mmox,0.747044504,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,14.94089031,NA,NA,1.353661656,0.356198043,14178,9,14169
1396,4F11,"ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,7/25/22,Qespi,,x,,Plate 4,86,F11,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,24c,F11,Plate 4,,NA,loose,mcra,693.631897,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13872.6377,NA,NA,708.8966675,678.562561,18568,8271,10297
1397,4F12,"BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,7/21/22,Qespi ,,x,,Plate 4,94,F12,,8/9/22,Cade,8/9/22,BEAL,Inner,Wood,32c,F12,Plate 4,,NA,loose,pmoa,0.303879768,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,6.077595234,NA,NA,0.716598213,0.091687456,15488,4,15484
1399,4F12,"BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,7/21/22,Qespi ,,x,,Plate 4,94,F12,,8/9/22,Cade,8/9/22,BEAL,Inner,Wood,32c,F12,Plate 4,,NA,loose,mcra,0.491630018,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9.832600594,NA,NA,0.920683563,0.222560033,19148,8,19140
1401,4F12,"BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,7/21/22,Qespi ,,x,,Plate 4,94,F12,,8/9/22,Cade,8/9/22,BEAL,Inner,Wood,32c,F12,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.223117918,0,15799,0,15799
