Date,Personnel,Plot,Tree_ID,Tree_sp,Measurement height,Chamber ID,Temp_stem,Temp_air,DBH,Perimeter,Flux Start Time,Flux End Time,Corrected Start Time,Corrected End Time,HMS_Start,HMS_End,Gas_analyser
210727,LG/WA/LW,Lab,BBX1,BELE,125,6,23.7,26.2,,,153000,154000,153000,154000,15:30:00,15:40:00,LGR3
210727,LG/WA/LW,Lab,BBX1,BELE,200,6,24.6,26.2,,,154700,155700,154700,155700,15:47:00,15:57:00,LGR3
210727,LG/WA/LW,Lab,BBGT1,BELE,50,6,23.6,27.2,,,160500,161500,160500,161500,16:05:00,16:15:00,LGR3
210727,LG/WA/LW,Lab,BBGT1,BELE,125,6,24.6,27.2,,,161800,162800,161800,162800,16:18:00,16:28:00,LGR3
210727,LG/WA/LW,Lab,BBGT1,BELE,200,6,24.7,27.2,,,163900,164900,163900,164900,16:39:00,16:49:00,LGR3
210727,LG/WA/LW,Lab,WPX7,PIST,50,6,24.3,26.5,,,165200,170300,165200,170300,16:52:00,17:03:00,LGR3
210727,LG/WA/LW,Lab,WPX7,PIST,125,6,25.3,26.5,,,170700,171700,170700,171700,17:07:00,17:17:00,LGR3
210727,LG/WA/LW,Lab,WPX7,PIST,200,6,25.6,26.5,,,171900,172900,171900,172900,17:19:00,17:29:00,LGR3
210727,LG/WA/LW,Lab,WPX5,PIST,50,6,23.4,25.4,,,175200,180200,175200,180200,17:52:00,18:02:00,LGR3
210727,LG/WA/LW,Lab,WPX5,PIST,125,6,24,25.4,,,180400,181200,180400,181200,18:04:00,18:12:00,LGR3
210727,LG/WA/LW,Lab,WPX5,PIST,200,6,24.6,25.4,,,181300,,181300,181500,18:13:00,18:15:00,LGR3
210727,LG/WA/LW,Lab,SM11,ACSA,50,6,21.9,24.2,,,94730,95730,94730,95730,9:47:30,9:57:30,LGR3
210727,LG/WA/LW,Lab,SM11,ACSA,125,6,22.6,24.2,,,100200,101200,100200,101200,10:02:00,10:12:00,LGR3
210727,LG/WA/LW,Lab,SM11,ACSA,200,6,23.4,24.2,,,101300,102300,101300,102300,10:13:00,10:23:00,LGR3
210727,LG/WA/LW,Lab,SM12,ACSA,50,3,21.8,25,,,103300,104300,103300,104300,10:33:00,10:43:00,LGR3
210727,LG/WA/LW,Lab,SM12,ACSA,125,3,23.3,25,,,104830,105800,104830,105800,10:48:30,10:58:00,LGR3
210727,LG/WA/LW,Lab,SM12,ACSA,200,3,22.9,25,,,110500,111500,110500,111500,11:05:00,11:15:00,LGR3
210727,LG/WA/LW,Lab,SM13,ACSA,50,3,23.2,26,,,111800,112800,111800,112800,11:18:00,11:28:00,LGR3
210727,LG/WA/LW,Lab,SM13,ACSA,125,3,23.7,26,,,113000,112300,113000,112300,11:30:00,11:23:00,LGR3
210727,LG/WA/LW,Lab,SM13,ACSA,200,3,22.8,26,,,114000,115000,114000,115000,11:40:00,11:50:00,LGR3
210727,LG/WA/LW,Lab,SM14,ACSA,50,3,22.8,26.7,,,115400,120400,115400,120400,11:54:00,12:04:00,LGR3
210727,LG/WA/LW,Lab,SM14,ACSA,125,3,23.5,26.8,,,121300,122300,121300,122300,12:13:00,12:23:00,LGR3
210727,LG/WA/LW,Lab,SM14,ACSA,200,3,24.3,26.8,,,122400,CHECK,NA,NA,NA,NA,LGR3
210727,LG/WA/LW,Lab,BBX7,BELE,50,3,23.7,26.8,,,134300,135300,134300,135300,13:43:00,13:53:00,LGR3
210727,LG/WA/LW,Lab,BBX7,BELE,125,3,24.3,26.8,,,135500,140500,135500,140500,13:55:00,14:05:00,LGR3
210727,LG/WA/LW,Lab,BBX7,BELE,200,3,25,26.8,,,141030,141530,141030,141530,14:10:30,14:15:30,LGR3
210719,JG/MH/MB,Lab,SM1,ACSA,50,3,20.2,20.7,,91,134500,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM1,ACSA,125,3,19.8,20.7,,85,135800,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM1,ACSA,200,3,20.6,20.7,,83,141130,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM2,ACSA,50,3,20,20.7,,125,152845,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM2,ACSA,125,3,20.1,20.7,,117,154142,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM2,ACSA,200,3,20,20.7,,112,154956,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM3,ACSA,50,3,20.9,19.5,,91,161130,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM3,ACSA,125,3,20.7,19.5,,85,161938,,NA,NA,NA,NA,
210719,JG/MH/MB,Lab,SM3,ACSA,200,3,20.6,19.5,,85,162645,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM4,ACSA,50,3,21.4,21.9,,99,93600,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM4,ACSA,125,3,21.3,21.9,,92,94130,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM4,ACSA,200,3,21.3,21.9,,85,95015,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM5,ACSA,50,3,20.9,22.9,,88,102100,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM5,ACSA,125,3,21,22.9,,86,103245,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM5,ACSA,200,3,20.9,22.9,,80,104430,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM6,ACSA,50,3,21.2,21.5,,82,111630,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM6,ACSA,125,3,21.3,21.5,,79,113200,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM6,ACSA,200,3,21.3,21.5,,74,114345,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM7,ACSA,50,3,22.4,24.8,,147,131830,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM7,ACSA,125,3,23.1,24.8,,135,132630,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM7,ACSA,200,3,22.6,24.8,,131,133300,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM8,ACSA,50,3,23,23.4,,90,135800,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM8,ACSA,125,3,23.3,23.4,,85,140645,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM8,ACSA,200,3,23.3,23.4,,82,141400,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM9,ACSA,50,3,22.9,23.5,,88,143430,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM9,ACSA,125,3,23.1,23.5,,81,145145,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM9,ACSA,200,3,23.4,23.5,,81,145645,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM10,ACSA,50,3,22.7,25.8,,110,151645,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM10,ACSA,125,3,22.6,25.8,,102,152800,,NA,NA,NA,NA,
210720,JG/MH/MB,Lab,SM10,ACSA,200,3,22.6,25.8,,100,153900,,NA,NA,NA,NA,
210810,JG,Lab,WA101,FRAM,50,6,21.8,21.7,46,,103400,104400,103400,104400,10:34:00,10:44:00,LGR3
210810,JG,Lab,WA101,FRAM,125,6,22.1,21.7,41.5,,104500,105500,104500,105500,10:45:00,10:55:00,LGR3
210810,JG,Lab,WA101,FRAM,200,6,22.2,21.9,41,,105700,110700,105700,110700,10:57:00,11:07:00,LGR3
210810,JG,Lab,WA102,FRAM,50,6,22.4,22,34.5,,111200,112200,111200,112200,11:12:00,11:22:00,LGR3
210810,JG,Lab,WA102,FRAM,125,6,22.4,21.9,31,,112400,113400,112400,113400,11:24:00,11:34:00,LGR3
210810,JG,Lab,WA102,FRAM,200,6,22.3,21.9,29.5,,113600,114600,113600,114600,11:36:00,11:46:00,LGR3
210810,JG,Lab,WA103,FRAM,50,6,22.2,22.1,53.5,,114900,115900,114900,115900,11:49:00,11:59:00,LGR3
210810,JG,Lab,WA103,FRAM,125,6,22.6,22.2,37.5,,120000,121000,120000,121000,12:00:00,12:10:00,LGR3
210810,JG,Lab,WA103,FRAM,200,6,22.6,22.3,36,,121200,122200,121200,122200,12:12:00,12:22:00,LGR3
210810,JG,Lab,WA104,FRAM,50,6,22.3,23.5,59.5,,123000,124300,12300,124300,1:23:00,12:43:00,LGR3
210810,JG,Lab,WA104,FRAM,125,6,23.3,23.4,41,,125200,125700,125200,125700,12:52:00,12:57:00,LGR3
210810,JG,Lab,WA104,FRAM,200,6,23.3,23.4,35,,130000,130500,130000,130500,13:00:00,13:05:00,LGR3
210810,JG,Lab,WA105,FRAM,50,6,22.3,23.5,59.5,,123000,124300,12300,124300,1:23:00,12:43:00,LGR3
210810,JG,Lab,WA105,FRAM,125,3,23.5,23.3,25.5,,130830,131330,130830,131330,13:08:30,13:13:30,LGR3
210810,JG,Lab,WA105,FRAM,200,3,23.5,23.2,23.5,,131500,132000,131500,132000,13:15:00,13:20:00,LGR3
