tree_id,dbh,species_id,CO2_concentration,CH4_concentration,N2O_concentration,O2_concentration,CO2_best.flux_75cm,CO2_best.flux_RootCrowncm,CO2_best.flux_125cm,CO2_best.flux_200cm,CO2_best.flux_50cm,CH4_best.flux_75cm,CH4_best.flux_RootCrowncm,CH4_best.flux_125cm,CH4_best.flux_200cm,CH4_best.flux_50cm,Temp_Air_75cm,Temp_Air_RootCrowncm,Temp_Air_125cm,Temp_Air_200cm,Temp_Air_50cm,VWC_mean,ORP_mean,SoilTemp_mean,OrganicDepth_mean,MineralDepth_mean,outer_moisture_fresh_percent,inner_moisture_fresh_percent,middle_moisture_fresh_percent,outer_moisture_dry_percent,inner_moisture_dry_percent,middle_moisture_dry_percent,outer_density_final,inner_density_final,middle_density_final,ddpcr_mcra_Inner_loose,ddpcr_mcra_Inner_strict,ddpcr_mcra_Outer_loose,ddpcr_mcra_Outer_strict,ddpcr_mcra_probe_Inner_loose,ddpcr_mcra_probe_Inner_strict,ddpcr_mcra_probe_Mineral_loose,ddpcr_mcra_probe_Organic_loose,ddpcr_mcra_probe_Organic_strict,ddpcr_mcra_probe_Outer_loose,ddpcr_mcra_probe_Outer_strict,ddpcr_mmox_Inner_loose,ddpcr_mmox_Inner_strict,ddpcr_mmox_Mineral_loose,ddpcr_mmox_Mineral_strict,ddpcr_mmox_Organic_loose,ddpcr_mmox_Organic_strict,ddpcr_mmox_Outer_loose,ddpcr_mmox_Outer_strict,ddpcr_pmoa_Inner_loose,ddpcr_pmoa_Inner_strict,ddpcr_pmoa_Mineral_loose,ddpcr_pmoa_Mineral_strict,ddpcr_pmoa_Organic_loose,ddpcr_pmoa_Organic_strict,ddpcr_pmoa_Outer_loose,ddpcr_pmoa_Outer_strict,ddpcr_16s_arc_Outer_loose,ddpcr_16s_arc_Outer_strict,ddpcr_16s_bact_Outer_loose,ddpcr_16s_bact_Outer_strict,ddpcr_mcra_probe_Mineral_strict,ddpcr_16s_arc_Inner_loose,ddpcr_16s_arc_Inner_strict,ddpcr_16s_bact_Inner_loose,ddpcr_16s_bact_Inner_strict,plot,species
h4,31.5,TSCA,9203.9212334339,196.949127616981,0.557550844692473,172756.425453565,NA,NA,0.9628355683024472,0.8776181348285113,1.1117135937746567,NA,NA,0.03321100808755949,0.02898788965011959,0.04769807041907118,NA,NA,20.4,20.3,20.5,33.233333333333334,254.75,16.6,45,0,48.91640866873065,42.18386080284971,NA,95.75757575757576,72.96208530805688,NA,0.43706665168599423,0.4051707703860787,NA,1.212162018,0,3.64556860923767,0.0774477869272232,0.505372285842896,0.144369930028915,NA,127.0864563,27.4840469360352,0.17614471912384,0.0880690664052963,1.239042401,0,NA,NA,24.3530311584473,15.2288627624512,0.632256150245667,0.0790134444832802,0.928077399730682,0.19881209731102,NA,NA,381.252197265625,162.61686706543,8.50215721130371,2.05799055099487,14.8440637588501,4.05033302307129,78.4185638427734,69.9677429199219,NA,NA,NA,NA,NA,Lowland,TSCA
h5,44,TSCA,34800.88957558,2623.11311020889,0.99472667910042,113469.641236152,NA,NA,1.2035191958374474,1.301249042842947,1.615847298407245,NA,NA,0.08957732809014154,0.04205519323712264,0.02957633784629689,NA,NA,21.6,21.6,21.6,30.375,275.5,17.325,22.625,12.125,42.14656204282485,65.12661039537984,59.428456429865165,72.85057471264368,186.7515923566879,146.47817460317464,0.41765233440271143,0.30147777701712963,0.40801065406556686,0.629431605,0,0.994824707508087,0.0904038548469543,0.800320148468018,0.133348882198334,0,3.74653244,1.38845098018646,0,0,1.304329276,0.068612874,3.22036600112915,0.142940357327461,2.49244332313538,0.150906950235367,1.80326068401337,0.0783451944589615,2.6820707321167,0.191373825073242,201.760482788086,67.4638366699219,42.3046226501465,11.4425992965698,13.922890663147,2.63525438308716,8.77058124542236,1.78130483627319,93.030158996582,74.4207229614258,0,NA,NA,NA,NA,Lowland,TSCA
h6,40.5,TSCA,1690.06039094253,0,0.32431950411535,189821.220836176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h7,30.5,TSCA,3545.75427221717,56.8242056777845,0.378159499648106,173350.229865364,NA,NA,1.5076132646097289,1.4837451639949557,1.9795819624574744,NA,NA,0.05770943797742615,0.02134425150363152,0.09876078475937806,NA,NA,17.2,17.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h8,42.5,TSCA,5359.76505618167,0,0.453042886124275,176559.868818704,NA,NA,1.131695296006274,1.3322931763757022,1.4018342766973446,NA,NA,0.02995277920603662,0.02478045043743842,0.01601029387701302,NA,NA,21,21,21,10.6,296.5,18.375,11.375,10.5,67.83176493182256,63.361344537815114,67.62665545511877,210.86567164179107,172.9357798165137,208.89610389610388,0.3216403035055364,0.31395934103376244,0.33167009327422514,1.23725915,0.065086477,0.648237824440002,0,0.379372030496597,0.15173414349556,0,0,0,0.0752724334597588,0,2.626266003,0,4.67353343963623,0.143524527549744,1.83616352081299,0.271843463182449,0.546451270580292,0,0.615541398525238,0,301.449066162109,81.4609222412109,259.092987060547,62.291187286377,0.346071660518646,0.0865083709359169,21.2102794647217,4.64353275299072,1578.04699707031,1511.23205566406,0,NA,NA,NA,NA,Lowland,TSCA
h9,30.5,TSCA,12385.2065759618,0,0.646952416579665,156449.980736225,NA,NA,1.0873646607671286,0.9059944504268488,1.1239124184230511,NA,NA,0.03822350226942839,0.0047593980733264,0.02157648283747058,NA,NA,20.6,20.6,20.6,11.358333333333334,313.75,18.5,6.875,7.625,53.63849765258215,61.990521327014214,63.22751322751322,115.69620253164555,163.0922693266833,171.94244604316543,0.37924752204384143,0.385008243897672,0.3502801127219773,1.207806468,0.201214999,1.05773937702179,0.0660808607935905,0.631134986877441,0.140222951769829,0,0,0,0,0,1.257031679,0,3.19377708435059,0.435004860162735,2.19738221168518,0.151411920785904,0.678325355052948,0,0.984209179878235,0.227052122354507,310.189086914063,84.3365478515625,194.307235717773,30.5501232147217,18.9790000915527,4.01252317428589,7.87818098068237,2.97000455856323,45.0889320373535,38.5284233093262,0,NA,NA,NA,NA,Lowland,TSCA
hx1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
hx2,48,TSCA,4891.87143280581,0,0.441353780546161,188796.296813244,NA,NA,2.2654052722881315,1.2095698270011437,2.620816579794058,NA,NA,0.03756156386951592,0.01499329524031633,0.03324079108162857,NA,NA,19.5,19.5,19.5,27.766666666666666,257.5,16.65,0.375,13,57.81539275323988,58.46579257827341,68.54060193072118,137.05329153605015,140.77513285554093,217.87003610108297,0.3062783785619884,0.3662858978727228,0.3082444663713201,0.378509492,0,3.57428097724915,0,0.729758739471436,0,0.256451368331909,0.213780656,0,0,0,1.658168912,0.144095853,50.1000442504883,6.0692720413208,56.5766906738281,17.4805965423584,1.04528713226318,0,0.94253957271575906,0.144956946372986,857.70849609375,178.906860351563,243.953186035156,64.9013519287109,2.38580465316772,0.6921546459198,4.10139179229736,1.42131268978119,55.3978233337402,45.968864440918,0,NA,NA,NA,NA,Lab,TSCA
hx3,40,TSCA,9669.0961044834,0,0.57053700603683,177847.45092389,NA,NA,1.369015211013887,1.3890974847659114,1.2787456489655622,NA,NA,0.09928263562252054,0.04770155797367333,0.04151550389903264,NA,NA,18.9,18.9,18.9,30.94166666666667,295,16.55,1.125,9.625,53.945666235446325,57.955865272938446,51.58968206358728,117.13483146067418,137.84530386740332,106.56753407682776,0.3418028299939432,0.34756355184777366,0.36199639756129826,3.39078331,0.065115295,0.502198040485382,0.071729451417923,0.476907253265381,0.0596028380095959,0,0.061167784,0,0.10718084871769,0,1.256478786,0.073873386,5.29789638519287,1.35616219043732,2.27504134178162,0,0.920736193656921,0,0.667349576950073,0.0667179301381111,456.325103759766,144.616516113281,202.968643188477,31.4207649230957,0.799178421497345,0.0798934176564217,7.41704654693604,1.56677079200745,12.3094902038574,10.5941009521484,0,NA,NA,NA,NA,Lab,TSCA
hx4,22,TSCA,3387.05867317392,0,0.388124700133583,186527.561642187,NA,NA,1.7372031266463406,1.2910666182103931,1.2184270314569787,NA,NA,0.07679637310192504,0.01801940534639396,0.05929354018720497,NA,NA,20.4,20.5,20.3,24.683333333333337,335.5,16.95,1.75,10.625,47.51009421265141,50.63131313131313,NA,90.5128205128205,102.55754475703324,NA,0.3744469204989827,0.4675056548044265,NA,0.478476256,0.068341836,0.575657188892365,0.115108907222748,0.952815532684326,0.293091833591461,0,0,0,0.0891569554805756,0,1.318092465,0,22.9527034759521,3.8054404258728,1.63598883152008,0.0778526663780212,2.47149920463562,0,2.19709014892578,0.212442398071289,814.613952636719,180.773880004883,79.32275390625,14.0827522277832,4.65992116928101,1.34079730510712,11.9270496368408,3.14541149139404,63.4394874572754,55.8382301330566,0,NA,NA,NA,NA,Lab,TSCA
hx5,34.5,TSCA,14013.6518307137,0,0.684348623948936,166556.958271839,NA,NA,1.2198300417258927,1.2153287926728664,1.3006684391448493,NA,NA,0.04405438224438315,0.0636259042330389,0.08686206230052,NA,NA,20.3,20.3,20.3,24.683333333333337,335.5,16.95,1.75,10.625,54.311535082214135,45.659722222222214,45.07326489427042,118.87362637362638,84.02555910543128,82.06070287539934,0.34948379246571715,0.3005176567081579,0.33941456596810243,0.901559412,0.128751919,2.8612494468689,0.0621271394193172,0.0622850172221661,0,NA,NA,NA,0,0,1.044482827,0,NA,NA,NA,NA,1.46854877471924,0.0815379694104195,0.857381701469421,0,NA,NA,NA,NA,6.74749374389648,1.60303962230682,14.4883127212524,3.08965301513672,101.321655273438,91.6158981323242,NA,NA,NA,NA,NA,Lab,TSCA
hx6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
hz1,53.5,TSCA,11890.2451797817,0,0.648387870698709,185453.002500035,NA,NA,2.894554016904,3.314315044985407,2.936569927192284,NA,NA,0.12304227582641498,0.11819646434685412,0.08373485482870785,NA,NA,27.5,27.5,27.5,18.833333333333336,293.25,19.45,0.625,21.5,59.104552276138065,58.72988406298667,54.334877564526806,144.52599388379204,142.30607966457023,118.98550724637684,0.31395934103376244,0.457977387379525,0.329356853489177,1.008871794,0.189097583,0.998956143856049,0.0665706917643547,1.34919726848602,0.175894528627396,0.135710060596466,0,0,0,0,1.115791321,0,42.6551513671875,3.52386283874512,17.8167381286621,6.02075958251953,0.821615099906921,0,0.576654195785522,0,1626.89868164063,224.070358276367,168.833282470703,51.6513214111328,0.733079612255096,0.0814307332038879,5.55907201766968,2.00188398361206,6.67902851104736,6.23257827758789,0.0678530782461166,NA,NA,NA,NA,Lab,TSCA
ml1,4.1,NA,NA,NA,NA,NA,0.6801350894657308,NA,NA,NA,NA,-0.02826580372193657,NA,NA,NA,NA,20,NA,NA,NA,NA,13.05,292.5,18.5,3.75,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
ml2,7,KALA,4147.66035254784,0,0.405087135924634,187867.953872856,2.2219739595128085,NA,NA,NA,NA,0.06026841315150872,NA,NA,NA,NA,20.4,NA,NA,NA,NA,12.066666666666666,304.5,18.75,6,11.5,43.711252653927815,NA,NA,77.65540132770067,NA,NA,0.5582173164793651,NA,NA,6.31207370758057,0.0605320483446121,0.450294941663742,0.450294941663742,0.832752168178558,0.0693735033273697,0.0695251971483231,0,0,0,0,0.77907657623291,0,1.50216805934906,0.136481508612633,0.480542331933975,0,0,0,3.84492993354797,1.45959341526031,192.888244628906,82.2148895263672,99.8369827270508,12.772629737854,6.45878887176514,3.07119202613831,8.40260028839111,0,2482.01147460938,1419.76135253906,0,NA,NA,NA,NA,Lowland,KALA
ml3,4,NA,NA,NA,NA,NA,0.6903997372770082,NA,NA,NA,NA,0.0730567676095529,NA,NA,NA,NA,20.4,NA,NA,NA,NA,13.283333333333331,352.5,18.6,7,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
mlgp,6.5,KALA,1965.27825691809,0,0.327464478640654,191295.215817912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.033333333333333,226,16.95,8.75,8.25,42.399071096820286,NA,NA,73.60831136610325,NA,NA,0.6142674476744862,NA,NA,1.91742241382599,0.0660660192370415,0.214690938591957,0.214690938591957,0.808343589305878,0.0734628364443779,0.0841839388012886,0,0,0.168960303068161,0,0.891135811805725,0.137053892016411,4.84914684295654,0.207411155104637,1.0793639421463,0,0,0,1.77289617061615,0.154058858752251,499.604644775391,99.4671859741211,129.818984985352,10.8111629486084,2.17883324623108,0.395851463079453,0.566632449626923,0.0708141326904297,541.180847167969,77.6879959106445,0.0841839388012886,NA,NA,NA,NA,Ridge,KALA
pb1,28.5,BEPA,35854.7311051582,2.7791638890619,0.913507353700802,151785.756234456,NA,NA,2.840103362762651,1.2449915591402103,2.8477123767807773,NA,NA,0.0472439626688492,0.01811597567418997,0.07657271964521323,NA,NA,21.8,21.8,21.7,13.308333333333334,226.5,18.6,5,14,46.80970673662513,44.955770850884576,43.18585643212509,88.00422758499207,81.67208723933422,76.01250977326036,0.5450602994032627,0.501854885499534,0.5491922518671148,0.855256199836731,0.131537407636642,0.33999091386795,0.0679903253912926,1.4818708896637,0.201963424682617,0,0.0706949830055237,0,0,0,1.3060610294342,0,2.09806323051453,0.289165705442429,2.31267428398132,0.339814156293869,1.21339845657349,0,0.236642986536026,0.0788757055997849,161.363708496094,46.3115196228027,407.448303222656,144.356918334961,7.96116304397583,1.27584481239319,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
pb2,33,BEPA,57113.7891912107,0,0.950691419871352,135510.429264071,NA,NA,2.3004938572384495,2.0064419278004686,2.4056950365909016,NA,NA,0.0403567486104249,0.01920314374460657,0.07654888629697068,NA,NA,21.8,21.8,21.8,11.666666666666668,252.25,18.825,7,12.875,37.019660411081325,51.24227685026949,NA,58.779709116708055,105.0957131302238,NA,0.5413158301982729,0.5155017698286367,NA,1.26556658744812,0,0.355590313673019,0.142223238945007,14.2458829879761,0,0.12596719,0.0750324055552483,0,0.428798735141754,0.061247393488884,3.69481921195984,0.16396801173687,7.63736057281494,1.42378151416779,1.62657129764557,0.282720476388931,0.775371193885803,0,5.85707330703735,2.50660467147827,899.697509765625,115.00855255127,367.180786132813,67.9413070678711,3.02609801292419,0.453418761491776,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
pb3,33.8,BEPA,85644.6965199815,69.5701618129682,1.19021767012381,107991.7684138,NA,NA,1.7276902775613436,1.5622081512534391,1.6054684837669897,NA,NA,0.02023476906387444,0.05312626098240793,0.0144969470012792,NA,NA,21,21,21,21.925,241.25,18.55,4.5,17.75,34.04229009521454,52.03055378739656,46.1105675146771,51.612298462692166,108.46602972399148,85.5651384475715,0.5121281728055317,0.3617733324205556,0.4849581659210744,0.695406973361969,0.126407071948051,0.136378660798073,0,0.875431597232819,0,0.062463596,0,0,0.179071605205536,0,1.03882610797882,0,2.06494998931885,0.275117367506027,0.738200783729553,0.0737992450594902,1.13129949569702,0,2.69596409797668,1.03008031845093,494.585113525391,81.4522171020508,105.8046875,31.5593090057373,7.16351222991943,0.992327690124512,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
pb4,23,BEPA,1506.75767703419,0,0.358842513788705,187978.820822223,NA,NA,2.0771479570519333,1.8854224476843275,2.6634911521525924,NA,NA,0.027564886980455675,0.03009232554464495,0.02901180374851106,NA,NA,25.2,25,25.75,14.175,325.75,18.375,3.875,9.125,33.720662678324906,48.2260686621402,52.9664324746292,50.87658392640167,93.14739564093094,112.61410788381744,0.5531253099986254,0.5198091352773057,0.41586807056468705,1.02097594738007,0.204124331474304,0.281742125749588,0,1.07893490791321,0.323576599359512,0,0.0627434253692627,0.0627434253692627,0.182083308696747,0.0606913045048714,0.706376791000366,0,3.2016453742981,0.599645256996155,0.819450795650482,0.148948609828949,1.16624665260315,0.077713817358017,3.31823229789734,0.473460555076599,394.125915527344,94.1187515258789,129.776443481445,32.7077445983887,7.55141592025757,1.86536419391632,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
pb5,37.5,BEPA,1817.82605531619,13.5232813305967,0.358514362871258,191526.043228655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.933333333333334,328.25,18.2,4.375,11,38.46153846153847,57.081956730256856,44.596223382884695,62.500000000000014,133.0022349143283,80.49311094996374,0.4900454056991814,0.38664044842292394,0.4711764790291971,166.457107543945,67.4041519165039,2.23173093795776,0,1040.65307617188,685.028564453125,0.4516491,0.0594612509012222,0.0594612509012222,0,0,2.1363191604614298,0.0711481720209122,1.94652140140533,0.201214998960495,1.46466243267059,0.308198481798172,2.81351447105408,0,1.52748739719391,0.305338859558105,193.804840087891,46.9226722717285,147.664566040039,38.4994888305664,1.69673085212708,0.423953384160995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
pb501,32,BEPA,564.440102317004,0,0.317074250606436,195477.653374173,NA,NA,1.8283398276604077,1.8640113968546812,2.1315013262600924,NA,NA,0.05866383139293239,0.04304764045450814,0.0895738412562471,NA,NA,19.3,19.3,19.3,9.141666666666666,277.75,17.525,6.625,16.875,38.07936337240563,47.55625327053898,42.76002719238613,61.497047585967344,90.680502893634,74.70308788598575,0.552837273905934,0.48111628682574414,0.5658949101079498,0.804470181465149,0.201065987348557,0.86109471321106,0.143472015857697,0.512556374073029,0.102493412792683,0,0,0,0.309915602207184,0,1.16453421115875,0,3.85828280448914,0.811219215393066,0.582194983959198,0,1.36393618583679,0,0.286245882511139,0.0715549439191818,275.949768066406,54.2750129699707,33.8576049804688,0.68411386013031,7.90696430206299,2.13776469230652,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,BEPA
rm1,36.5,ACRU,79323.1529143697,9.50563099344968,1.33314898959152,111542.137155937,NA,NA,0.9503385750957364,1.3406983079923378,1.4048342712240016,NA,NA,0.0270045769983762,0.02999985196427402,0.0656217158065904,NA,NA,20,20,20,21.766666666666666,250.5,14.25,5.125,16,35.95063304606873,47.17807176168268,36.53285490020185,56.12956810631229,89.31531531531529,57.561837455830414,0.5779924260009938,0.5328667714793216,0.5126600773534813,0.796931803226471,0.132784485816956,1.27279841899872,0.115652054548264,0.377588272094727,0,60.33778763,0.0657007545232773,0,0,0,0.675501704216003,0.168839052319527,3.09369325637817,0.678406834602356,1.37502419948578,0.412338554859161,1.32897007465363,0,1.0083479881286601,0.310168892145157,513.017944335938,41.2461929321289,374.082336425781,95.5487289428711,17.7264995574951,0.986972033977509,NA,NA,NA,NA,NA,15.2505950927734,0.34837743639946,361.577941894531,268.568176269531,Lowland,ACRU
rm10,29,ACRU,30243.9101389503,47.1792046107889,0.895865269379751,184003.570763115,NA,NA,1.3410874220342843,1.3541254618993692,1.9671199860704345,NA,NA,0.03883713495736082,0.06480288881875791,0.09654856764589669,NA,NA,17.2,17.2,17.2,51.36666666666667,128.25,15.55,15.25,NA,41.28698919680601,38.97069986336723,39.95689212768142,70.32000000000001,63.855721393034806,66.54700854700857,0.4800601544858753,0.3859683642066437,0.45738630354110266,3.2251832485199,0,0.348635524511337,0,0.796688973903656,0.0796446278691292,NA,NA,NA,0.953987181186676,0.204360708594322,0.572027862071991,0,NA,NA,NA,NA,1.54982316493988,0.0774426907300949,0.473810166120529,0.315852224826813,NA,NA,NA,NA,5.05009794235229,0.640081882476807,NA,NA,NA,NA,NA,10.9263143539429,1.7982337474823,55.4702949523926,41.5526161193848,Lowland,ACRU
rm105,41,NA,NA,NA,NA,NA,NA,NA,1.7032136773619968,1.3165294432732235,1.695232153924208,NA,NA,0.01614113923122851,0.02140500954159672,0.00464443106110699,NA,NA,23.9,23.4,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,NA
rm11,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
rm12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
rm13,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
rm14,26.5,ACRU,2894.06824590034,0,0.408301991946892,195317.90896468,NA,NA,1.901824632456224,1.743580275020685,0.8276944229113763,NA,NA,0.1503688216730586,0.0790755360002276,0.06606336876828217,NA,NA,21.5,21.5,21.5,11.758333333333333,255,18.5,9.25,7.75,33.223503569467326,42.05035155364028,NA,49.75328947368421,72.56360078277886,NA,0.5837531478548242,0.6373362923935627,NA,0.335320085287094,0.13411657512188,0.229637384414673,0,42.6440811157227,0,0,0,0,0.766846716403961,0.127773076295853,0,0,4.01537799835205,0.747591197490692,4.47740459442139,1.15164268016815,0.212404027581215,0.0707970857620239,10.2187776565552,0,593.943969726563,71.3017044067383,534.955078125,119.399444580078,18.0580310821533,0.42878982424736,NA,NA,NA,NA,NA,0.237040311098099,0,0.850699841976166,0.283498257398605,Lowland,ACRU
rm16,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
rm2,36.5,ACRU,1423.34779602493,0,0.346896291911254,198220.75213806,NA,NA,2.21479847201625,1.5348704954226506,1.7407112240721214,NA,NA,0.07637799380331074,0.04150035188221011,0.09603875996667832,NA,NA,20.1,20.1,20.1,23.266666666666666,235.25,15.15,6.25,9.5,35.41620666813866,43.63341443633414,39.5034569453174,54.837606837606856,77.41007194244604,65.29870129870129,0.561670380748474,0.5338268917882933,0.5830383579718044,0.0621107406914234,0,0.255213528871536,0,0.866736233234406,0,0.264434844,0,0,0.97097909450531,0.258849412202835,0,0,2.01456427574158,0.485958397388458,1.3810271024704,0.0657264515757561,0.669146239757538,0,0,0,190.903518676758,17.5249538421631,162.851943969727,45.0667419433594,29.5452823638916,0.727638781070709,NA,NA,NA,NA,NA,0,0,0,0,Lowland,ACRU
rm3,36,ACRU,54662.4486285956,6.51911384564181,1.10042101229669,139178.621717397,NA,NA,1.880584451365803,1.557558943601089,3.1690394142011424,NA,NA,0.03559752062170349,0.02899132757433183,0.02565837633047566,NA,NA,19.3,19.3,19.3,22.84166666666667,333.25,15.725,14.625,14.625,37.51510756586899,41.37812821391841,36.94946685210941,60.03868471953579,70.58479532163742,58.60294117647058,0.49638219973839504,0.492541718502508,0.49088857902315064,0.932279884815216,0,0.907959163188934,0.0698181390762329,0,0,0.063642889,0,0,0,0,0.495728760957718,0,1.94066655635834,0.387877285480499,1.61399900913239,0.604990124702454,1.14805626869202,0,17.6271419525146,1.34052765369415,197.356231689453,29.6598968505859,219.306518554688,50.7237548828125,3.74254059791565,0.477108716964722,NA,NA,NA,NA,NA,153.892852783203,0.0745899826288223,771.632751464844,98.2981491088867,Lowland,ACRU
rm301,21,NA,NA,NA,NA,NA,NA,NA,2.0199745033754724,2.754636087199498,1.6943237205479789,NA,NA,0.05547824907924748,0.10300263529018842,0.02508077163239643,NA,NA,21.6,21.6,21.6,8.883333333333333,280.75,17.05,3.875,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,NA
rm301a,NA,ACRU,18511.8778837982,287.204112730998,0.728627795418666,181504.375700135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.65028509367364,32.14650518021304,31.534434152235193,55.40084388185655,47.376344086021504,46.058823529411754,0.4550970264526097,0.446455943671864,0.4846212960961925,0.204680696129799,0.136449843645096,0.141658112406731,0.0708269253373146,0,0,NA,NA,NA,0.061381608247757,0,0.155064016580582,0,NA,NA,NA,NA,1.00583744049072,0.0718170255422592,0.72331428527832,0.160698071122169,NA,NA,NA,NA,17.6472015380859,0.451129496097565,NA,NA,NA,NA,NA,24.9163074493408,0,126.482322692871,0.260348290205002,NA,ACRU
