section_id,quadrat,sub_quadrat,tag,stem_tag,species_code,x_m,y_m,dbh_mm,status,pom,codes,notes,secondary,latitude,longitude
NA,404,b,1220,NA,ACSA,98.1,86.6,22.1,LI,1.3,M,NA,FALSE,41.98982477,-72.12956911
NA,404,b,1221,NA,ACRU,95.4,82.1,12.1,LI,1.3,M,NA,FALSE,41.98978914,-72.12961073
NA,404,b,1222,NA,QURU,99.5,85.5,45.2,LI,1.3,M,NA,FALSE,41.98981285,-72.12955473
NA,403,b,1223,NA,BELE,73.5,90,22.7,LI,1.3,M,NA,FALSE,41.98989331,-72.12985509
NA,403,b,1224,NA,TSCA,71.8,87.8,11,LI,1.3,M,NA,FALSE,41.98987648,-72.12987997
NA,404,b,1225,NA,ACRU,95.3,80.4,21.5,LI,1.3,M,NA,FALSE,41.98977424,-72.1296155
NA,403,b,1227,NA,TSCA,75,90,17.4,LI,1.3,M,NA,FALSE,41.98989096,-72.12983722
NA,403,b,1228,NA,BELE,75.7,88,20.4,LI,1.3,M,NA,FALSE,41.98987216,-72.12983308
NA,403,b,1229,NA,BELE,75.7,89.9,31.3,LI,1.3,M,NA,FALSE,41.98988898,-72.12982908
NA,403,b,1230,NA,TSCA,76,89,35.1,LI,1.3,M,NA,FALSE,41.98988055,-72.1298274
NA,404,c,1231,NA,PIST,93.8,90.7,48.7,LI,NA,NA,NA,FALSE,41.9898678,-72.12961173
NA,404,d,1232,NA,ACRU,97,89.6,15.6,LI,NA,NA,NA,FALSE,41.98985306,-72.12957591
NA,404,c,1233,NA,PIST,91.1,93.5,53.7,LI,NA,NA,NA,FALSE,41.98989682,-72.12963802
NA,404,c,1234,NA,ACSA,92.1,93,11.8,LI,NA,NA,NA,FALSE,41.98989083,-72.12962715
NA,404,c,1235,NA,TSCA,96,91.2,18.8,LI,NA,NA,NA,FALSE,41.98986879,-72.12958446
NA,404,c,1236,NA,QURU,95.8,94.1,46.5,LI,NA,NA,NA,FALSE,41.98989479,-72.12958075
NA,404,c,1237,NA,ACRU,99.4,96.6,13.6,LI,NA,NA,NA,FALSE,41.98991131,-72.1295326
NA,404,c,1238,NA,TSCA,99.7,98.8,33.1,LI,NA,NA,NA,FALSE,41.98993033,-72.1295244
NA,207,d,1239,NA,PIST,156.3,48.1,3.4,LI,1.3,M,NA,FALSE,41.9893929,-72.12895651
NA,404,d,1239,NA,ACSA,97.9,86.3,16.2,LI,NA,NA,NA,FALSE,41.98982243,-72.12957212
NA,404,d,1240,NA,PIST,95.8,83.5,64.8,LI,NA,NA,NA,FALSE,41.98980091,-72.12960303
NA,404,d,1241,NA,TSCA,95.3,80.7,35,LI,NA,NA,NA,FALSE,41.98977689,-72.12961487
NA,404,d,1242,NA,PIST,93.6,86.1,42.2,LI,NA,NA,NA,FALSE,41.98982737,-72.12962378
NA,502,d,1244,NA,TSCA,57,106.2,23.4,LI,NA,NA,NA,FALSE,41.99006255,-72.13001766
NA,502,b,1245,NA,TSCA,41.3,110.5,29.1,LI,1.3,M,NA,FALSE,41.99012515,-72.1301957
NA,501,d,1246,NA,PIST,39.9,105.9,79.7,LI,1.3,M,NA,FALSE,41.9900866,-72.13022205
NA,502,b,1247,NA,TSCA,40.2,117.5,58.6,LI,1.3,M,NA,FALSE,41.99018887,-72.1301941
NA,502,a,1248,NA,BELE,48.3,107.1,28.2,LI,1.3,M,NA,FALSE,41.99008411,-72.13011944
NA,502,a,1249,NA,BELE,41.2,101.6,33.7,LI,NA,NA,NA,FALSE,41.99004649,-72.1302156
NA,502,a,1250,NA,BELE,41.1,105.6,36.4,LI,1.3,M,NA,FALSE,41.99008207,-72.13020838
NA,502,a,1251,NA,TSCA,40.4,107.8,16.6,LI,1.3,M,NA,FALSE,41.99010265,-72.1302121
NA,502,d,1252,NA,ACRU,55.5,106.1,15.6,LI,NA,NA,NA,FALSE,41.99006401,-72.13003574
NA,502,b,1253,NA,BELE,40.5,111.1,19.3,LI,1.3,M,NA,FALSE,41.99013172,-72.13020398
NA,501,d,1254,NA,TSCA,36,106.6,22,LI,1.3,M,NA,FALSE,41.99009889,-72.13026705
NA,205,b,1255,NA,TSCA,100.7,55.9,18.1,LI,1.3,M,NA,FALSE,41.98954882,-72.12960263
NA,502,c,1256,NA,TSCA,51.4,114.7,17.8,LI,NA,NA,NA,FALSE,41.99014658,-72.13006653
NA,502,c,1257,NA,TSCA,50.6,115.4,33.8,LI,NA,NA,NA,FALSE,41.99015403,-72.13007459
NA,308,d,1258,NA,PIST,172.3,63.8,8.1,LI,NA,NA,NA,FALSE,41.98950696,-72.12873287
NA,502,c,1258,NA,TSCA,56.5,118.9,48.6,LI,NA,NA,NA,FALSE,41.99017581,-72.12999693
NA,502,c,1259,NA,TSCA,53.9,112.2,34.5,LI,NA,NA,NA,FALSE,41.99012053,-72.13004199
NA,502,d,1260,NA,TSCA,51.3,104.2,25.3,LI,NA,NA,NA,FALSE,41.99005374,-72.13008978
NA,502,d,1261,NA,BELE,51.4,105.2,21.5,LI,NA,NA,NA,FALSE,41.99006244,-72.13008649
NA,502,d,1262,NA,TSCA,53.8,103.9,36.3,LI,NA,NA,NA,FALSE,41.99004718,-72.13006062
NA,502,d,1263,NA,PIST,53.7,103.4,58.8,LI,NA,NA,NA,FALSE,41.99004291,-72.13006287
NA,502,d,1264,NA,TSCA,58.2,101.2,23,LI,NA,NA,NA,FALSE,41.99001639,-72.13001387
NA,502,d,1265,NA,TSCA,58.4,103.1,45.8,LI,NA,NA,NA,FALSE,41.99003291,-72.13000749
NA,503,c,1267,NA,TSCA,75.7,116.6,31.8,LI,NA,NA,NA,FALSE,41.99012546,-72.12977298
NA,304,a,1268,NA,FRAM,89.5,67.8,22.6,LI,1.3,M,NA,FALSE,41.9896717,-72.12971108
NA,304,d,1269,NA,ACSA,99.9,76.7,19.4,LI,1.3,M,NA,FALSE,41.98973428,-72.12956846
NA,308,d,1269,NA,PIST,178,65.6,4.4,LI,NA,NA,NA,FALSE,41.989514,-72.12866117
NA,205,b,1270,NA,TSCA,105.3,54.7,47.2,LI,1.3,M,NA,FALSE,41.989531,-72.12955034
NA,308,d,1271,NA,PIST,173.5,63.8,8.9,LI,NA,NA,NA,FALSE,41.98950508,-72.12871857
NA,308,d,1272,NA,PIST,178.2,65.1,8.2,LI,NA,NA,NA,FALSE,41.98950925,-72.12865983
NA,304,d,1273,NA,TSCA,98.8,67.2,6.9,LI,1.3,M,NA,FALSE,41.98965186,-72.12960153
NA,503,c,1274,NA,TSCA,78.6,116.8,26.4,LI,NA,NA,NA,FALSE,41.9901227,-72.12973801
NA,308,c,1275,NA,PIST,178.3,78.7,5.6,LI,NA,NA,NA,FALSE,41.98962955,-72.12863006
NA,308,d,1276,NA,PIST,171.6,60.7,7.5,LI,NA,NA,NA,FALSE,41.98948059,-72.12874772
NA,6,d,1277,NA,ACSA,130.1,0.5,16,LI,1.3,M,NA,FALSE,41.98901225,-72.12936872
NA,308,d,1278,NA,BELE,170.5,60.5,6.5,LI,NA,NA,NA,FALSE,41.98948054,-72.12876125
NA,205,b,1279,NA,ACSA,106.3,57.1,28.3,LI,NA,M,NA,FALSE,41.9895507,-72.12953338
NA,304,a,1280,NA,PRSE,88.4,68.4,20.3,LI,1.3,M,NA,FALSE,41.98967873,-72.12972293
NA,308,d,1281,NA,PIST,170.2,66.5,12.9,LI,NA,NA,NA,FALSE,41.98953415,-72.12875222
NA,503,c,1282,NA,ACRU,77.3,116.1,37.9,LI,NA,NA,NA,FALSE,41.99011853,-72.12975497
NA,504,c,1283,NA,ACRU,93.7,111,41,LI,1.3,M,NA,TRUE,41.99004775,-72.12957026
NA,504,c,1285,NA,TSCA,97.6,113,45.4,LI,1.3,M,NA,FALSE,41.99005937,-72.12951959
NA,504,c,1286,NA,TSCA,97.6,114.9,34.9,LI,1.3,M,NA,FALSE,41.9900762,-72.1295156
NA,504,c,1287,NA,QUAL,95,115.6,37.5,LI,1.3,M,NA,FALSE,41.99008646,-72.12954511
NA,504,c,1288,NA,ACSA,90.3,115.2,36.4,LI,1.3,M,NA,FALSE,41.99009025,-72.12960195
NA,504,d,1289,NA,PIST,96,105.6,59.3,LI,1.3,M,NA,FALSE,41.98999633,-72.1295542
NA,106,a,1290,NA,TSCA,127.2,20.6,20,LI,1,A,NA,FALSE,41.98919479,-72.12936104
NA,106,d,1291,NA,QURU,130.3,29.6,48.2,LI,1.3,M,NA,FALSE,41.98926966,-72.12930519
NA,106,d,1292,NA,TSCA,131.9,28.4,34.8,LI,1.3,M,NA,FALSE,41.98925653,-72.12928865
NA,106,a,1293,NA,ACSA,127.8,20.1,10,LI,1.3,M,NA,TRUE,41.98918943,-72.12935494
NA,206,d,1295,NA,TSCA,138.8,49,7.7,LI,NA,NA,NA,FALSE,41.9894282,-72.12916314
NA,206,c,1296,NA,TSCA,132.4,58.2,56,LI,1.3,M,NA,FALSE,41.98951968,-72.12922007
NA,206,c,1297,NA,PIST,133.4,52,76.2,LI,NA,NA,NA,FALSE,41.98946321,-72.12922118
NA,206,c,1298,NA,ACSA,137.3,59.3,20.8,LI,NA,NA,NA,FALSE,41.98952177,-72.12915937
NA,206,c,1299,NA,ACSA,139.8,53.8,23.1,LI,NA,NA,NA,TRUE,41.98946915,-72.12914114
NA,500,c,1301,NA,KALA,16.5,119.7,2.4,LI,1.3,M,NA,FALSE,41.99024537,-72.13047189
NA,500,c,1302,NA,KALA,16.3,114.6,3.3,LI,1.3,M,NA,FALSE,41.99020051,-72.13048499
NA,104,d,1303,NA,KALA,92.7,20.7,2.4,LI,1.3,M,NA,FALSE,41.98924956,-72.12977192
NA,6,d,1304,NA,BELE,138.8,6.9,5.2,LI,1.3,M,NA,FALSE,41.98905534,-72.12925161
NA,500,b,1305,NA,FAGR,9,115.2,4.1,LI,1.3,M,NA,FALSE,41.99021722,-72.13057071
NA,6,d,1306,NA,BELE,139.9,9.9,2,LI,1.3,M,NA,FALSE,41.98908019,-72.1292322
NA,500,b,1307,NA,KALA,5.6,116.8,2.8,LI,1.3,M,NA,FALSE,41.9902367,-72.13060786
NA,500,b,1308,NA,KALA,8.2,114.7,1,LI,1.3,M,NA,FALSE,41.99021404,-72.13058129
NA,500,b,1309,NA,KALA,6.7,114.1,2.8,LI,1.3,M,NA,FALSE,41.99021107,-72.13060043
NA,501,c,1310,NA,TSCA,36.4,116.5,22.3,LI,1.3,M,NA,FALSE,41.99018595,-72.13024148
NA,503,c,1311,NA,TSCA,72.6,116,46,LI,NA,NA,NA,FALSE,41.99012498,-72.12981118
NA,602,c,1312,NA,TSCA,54.5,130.4,28.7,LI,NA,NA,NA,FALSE,41.99028079,-72.1299966
NA,501,d,1313,NA,TSCA,38.8,109.1,19.8,LI,NA,NA,NA,FALSE,41.99011666,-72.13022844
NA,501,c,1314,NA,BELE,38,115,47.9,LI,1.3,M,NA,FALSE,41.99017016,-72.13022557
NA,501,d,1315,NA,TSCA,32.9,108,29,LI,1.3,M,NA,FALSE,41.99011613,-72.13030105
NA,501,c,1316,NA,TSCA,36.3,116.5,5,LI,1.3,M,NA,FALSE,41.9901861,-72.13024268
NA,501,d,1317,NA,BELE,36.2,109.7,18.3,LI,NA,NA,NA,FALSE,41.99012603,-72.13025816
1,NA,NA,1319,NA,NA,NA,NA,1.6,LI,1.3,NA,NA,FALSE,#DIV/0!,#DIV/0!
NA,104,d,1320,NA,KALA,93.7,22.2,2.3,LI,13.5,NA,NA,FALSE,41.98926128,-72.12975685
NA,6,d,1321,NA,BELE,137.1,2.9,1.4,LI,1.3,M,NA,FALSE,41.98902257,-72.12928027
NA,500,c,1322,NA,KALA,15.7,113,3,LI,1.3,M,NA,FALSE,41.99018728,-72.1304955
NA,6,d,1323,NA,BELE,136.9,4.6,1.2,LI,1.3,M,NA,FALSE,41.98903794,-72.12927908
NA,6,d,1324,NA,BELE,130.1,3.2,3.6,LI,1.3,M,NA,TRUE,41.98903616,-72.12936305
NA,503,b,1325,NA,KALA,61.1,118.1,3.1,LI,1.3,M,NA,FALSE,41.99016154,-72.1299438
NA,6,d,1327,NA,BELE,137.1,4.3,1.4,LI,1.3,M,NA,FALSE,41.98903497,-72.12927733
NA,500,b,1328,NA,KALA,9.9,112.6,1.9,LI,1.3,M,NA,FALSE,41.99019279,-72.13056545
NA,207,a,1329,NA,PIST,147.3,42.1,3,LI,NA,NA,NA,FALSE,41.98935382,-72.12907636
NA,308,d,1330,NA,KALA,178.5,63.5,1.5,LI,NA,M,NA,TRUE,41.98949462,-72.12865962
NA,207,d,1331,NA,BELE,152.7,45,2.5,LI,NA,M,NA,FALSE,41.98937107,-72.12900592
NA,308,d,1332,NA,PIST,175.7,64.4,4.6,LI,1.3,M,NA,FALSE,41.98950696,-72.12869109
2,NA,NA,1333,NA,KALA,NA,NA,1.5,LI,1.3,NA,NA,FALSE,#DIV/0!,#DIV/0!
NA,206,d,1334,NA,PIST,137.2,43.1,4.9,LI,NA,NA,NA,FALSE,41.98937845,-72.12919461
NA,308,c,1335,NA,PIST,175,75.7,4,LI,NA,M,NA,FALSE,41.98960813,-72.12867569
NA,500,b,1336,NA,KALA,9,112.5,1.9,LI,1.3,M,NA,FALSE,41.99019331,-72.13057638
NA,207,d,1337,NA,BELE,155.7,43.7,1.2,LI,NA,NA,NA,FALSE,41.98935487,-72.12897291
NA,308,c,1338,NA,PIST,177.3,76.4,2.2,LI,NA,M,NA,FALSE,41.98961074,-72.12864681
NA,207,d,1339,NA,BELE,152.6,40.5,1.8,LI,1.3,M,NA,FALSE,41.98933137,-72.12901657
NA,207,d,1340,NA,BELE,158.8,40.1,1,LI,1.3,M,NA,FALSE,41.98931814,-72.12894353
NA,308,d,1341,NA,PIST,172.8,69.8,1.3,LI,1.3,M,NA,FALSE,41.98955931,-72.1287143
NA,207,a,1342,NA,PIST,148.1,47.1,2.7,LI,1.3,M,NA,FALSE,41.98939685,-72.12905632
NA,207,d,1344,NA,PIST,157.1,48.2,2.1,LI,NA,NA,NA,TRUE,41.98939253,-72.12894677
NA,106,d,1346,NA,PIST,138,22.7,2.3,LI,NA,NA,NA,FALSE,41.98919652,-72.12922794
NA,308,d,1347,NA,PIST,175.7,62.5,5,LI,NA,NA,NA,FALSE,41.98949013,-72.12869509
NA,308,a,1348,NA,BELE,169.8,66.2,7.3,LI,NA,NA,NA,FALSE,41.98953212,-72.12875761
NA,207,d,1349,NA,BELE,159.7,43.7,4.5,LI,NA,NA,NA,FALSE,41.98934862,-72.12892524
NA,308,c,1350,NA,PIST,171.6,78.5,3.8,LI,NA,NA,NA,FALSE,41.98963824,-72.12871032
NA,308,d,1352,NA,BELE,171.5,71.2,3.3,LI,NA,NA,NA,FALSE,41.98957374,-72.12872685
NA,305,a,1353,NA,KALA,106.2,65.8,2.5,LI,NA,NA,NA,FALSE,41.98962791,-72.12951629
NA,6,d,1354,NA,BELE,137.7,8.8,1.5,LI,1.3,M,NA,FALSE,41.98907389,-72.12926072
NA,308,d,1354,NA,PIST,179.3,69.2,3.6,LI,1.3,M,NA,FALSE,41.98954385,-72.12863811
NA,604,c,1358,NA,KALA,99.9,139.6,3.5,NA,NA,NA,NA,FALSE,41.99029136,-72.12943629
NA,105,a,1359,NA,ACRU,109.7,20.1,28.1,LI,1.3,M,NA,TRUE,41.9892177,-72.12957062
NA,308,c,1360,NA,PIST,179.3,70.9,5.9,LI,NA,M,NA,FALSE,41.9895589,-72.12863454
NA,206,d,1361,NA,TSCA,138.5,44.8,1.8,LI,NA,NA,NA,FALSE,41.98939147,-72.12917554
NA,503,b,1362,NA,KALA,65.6,115.6,2.1,LI,1.3,M,NA,FALSE,41.99013237,-72.12989543
NA,308,c,1364,NA,PIST,172.7,74.4,5.6,LI,NA,M,NA,FALSE,41.98960021,-72.12870583
NA,308,c,1365,NA,PIST,173.1,76.1,6.2,LI,NA,NA,NA,TRUE,41.98961464,-72.12869749
NA,308,a,1366,NA,PIST,166.1,69.6,4.5,LI,NA,NA,NA,FALSE,41.98956801,-72.12879456
NA,308,d,1367,NA,BELE,178.6,60.3,1.7,LI,1.3,M,NA,FALSE,41.98946612,-72.12866515
NA,308,c,1368,NA,PIST,178.8,78.5,1.6,LI,NA,NA,NA,FALSE,41.989627,-72.12862453
NA,6,d,1369,NA,BELE,135.4,3,2,LI,1.3,M,NA,FALSE,41.98902611,-72.12930032
NA,503,b,1370,NA,KALA,60.2,119.9,2,LI,1.3,M,NA,FALSE,41.99017889,-72.12995074
1,NA,NA,1371,NA,KALA,NA,NA,2,LI,1.3,NA,NA,FALSE,#DIV/0!,#DIV/0!
NA,206,d,1372,NA,PIST,137.4,42.6,3.1,LI,NA,NA,NA,FALSE,41.98937371,-72.12919327
NA,500,c,1373,NA,KALA,17,114.7,2.3,LI,1.3,M,NA,FALSE,41.9902003,-72.13047643
NA,503,b,1374,NA,KALA,64.5,115,2.1,LI,1.3,M,NA,FALSE,41.99012878,-72.1299098
NA,105,a,1375,NA,QURU,104.7,23.8,46.6,LI,2.7,"M,A,P",NA,FALSE,41.98925827,-72.12962242
NA,603,b,1375,NA,TSCA,69,136.8,21.3,LI,1.3,M,NA,FALSE,41.99031482,-72.12981037
NA,500,b,1377,NA,KALA,7.3,113,2.5,LI,1.3,M,NA,FALSE,41.99020039,-72.13059559
NA,404,a,1379,NA,TSCA,88.7,82.2,17.5,LI,1.3,M,NA,FALSE,41.98980049,-72.12969036
NA,500,c,1380,NA,KALA,16.2,115.9,2.6,LI,1.3,M,NA,FALSE,41.99021218,-72.13048345
NA,500,c,1382,NA,KALA,17,118.4,4.3,LI,1.3,M,NA,TRUE,41.99023307,-72.13046866
NA,404,b,1383,NA,ACSA,92.5,87.7,9.9,LI,1.3,M,NA,FALSE,41.98984326,-72.12963352
NA,404,a,1384,NA,ACRU,82.1,86.9,14,LI,1.3,M,NA,FALSE,41.98985242,-72.12975913
NA,500,c,1385,NA,KALA,16.6,119.8,2.5,LI,1.3,M,NA,FALSE,41.99024609,-72.13047049
NA,500,c,1386,NA,KALA,16.4,116.6,1.2,LI,1.3,M,NA,FALSE,41.99021807,-72.13047959
NA,404,a,1387,NA,TSCA,86,84.1,22.5,LI,1.3,M,NA,FALSE,41.98982153,-72.12971854
NA,500,c,1388,NA,KALA,15,113.4,1.6,LI,1.3,M,NA,TRUE,41.99019191,-72.130503
NA,404,a,1389,NA,TSCA,87.5,81.1,23,LI,1.3,M,NA,FALSE,41.98979262,-72.12970697
NA,500,c,1390,NA,KALA,16,116.7,2.9,LI,1.3,M,NA,TRUE,41.99021958,-72.13048415
NA,404,a,1391,NA,ACRU,87.9,84.3,53.5,LI,1.3,M,NA,FALSE,41.98982033,-72.12969548
NA,204,c,1392,NA,ACRU,98,56.7,28,LI,NA,NA,NA,FALSE,41.98956012,-72.12963312
NA,304,b,1393,NA,ACSA,86.6,76.9,9.9,LI,1.3,M,NA,FALSE,41.98975683,-72.12972652
NA,503,b,1395,NA,KALA,60.9,117.5,2.5,LI,1.3,NA,NA,FALSE,41.99015654,-72.12994745
NA,404,a,1396,NA,TSCA,86.3,86.8,28.5,LI,1.3,M,NA,FALSE,41.98984497,-72.12970929
NA,204,c,1397,NA,ACRU,96.7,53.7,26.3,LI,NA,NA,NA,FALSE,41.98953558,-72.12965492
NA,404,a,1398,NA,QURU,81.5,83.5,55.5,LI,1.3,M,NA,FALSE,41.98982324,-72.12977342
NA,500,c,1399,NA,KALA,14.2,118.1,3.1,LI,1.3,M,NA,TRUE,41.99023479,-72.13050266
NA,6,d,1400,NA,BELE,137.7,8.8,1.4,LI,1.3,M,NA,FALSE,41.98907389,-72.12926072
NA,501,a,1401,NA,TSCA,24.6,109.9,24,LI,1.3,M,NA,FALSE,41.99014592,-72.13039596
NA,502,a,1402,NA,TSCA,48.4,101.6,27.8,LI,1.3,M,NA,FALSE,41.99003524,-72.1301298
NA,502,a,1403,NA,TSCA,42.1,105.2,39.8,LI,1.3,M,NA,FALSE,41.99007697,-72.13019731
NA,502,a,1404,NA,QURU,41,105.5,53,LI,1.3,M,NA,FALSE,41.99008134,-72.13020978
NA,503,d,1405,NA,TSCA,78.6,104.4,43.3,LI,NA,NA,NA,FALSE,41.99001288,-72.12976406
NA,503,d,1406,NA,TSCA,79.8,103.5,37.5,LI,NA,NA,NA,FALSE,41.99000303,-72.12975165
NA,503,a,1407,NA,TSCA,67.2,108.9,35.5,LI,1.3,M,NA,FALSE,41.99007053,-72.12989045
NA,503,a,1408,NA,TSCA,67.9,108,33.5,LI,1.3,M,NA,FALSE,41.99006147,-72.129884
NA,503,a,1409,NA,PIST,62.1,107.4,37.4,LI,1.3,M,NA,FALSE,41.99006521,-72.12995437
NA,207,d,1410,NA,BELE,153.3,43.9,1.4,LI,NA,NA,NA,FALSE,41.98936039,-72.12900108
NA,503,a,1411,NA,TSCA,62.9,108.6,33.4,LI,1.3,M,NA,FALSE,41.99007459,-72.12994231
NA,503,a,1412,NA,PIST,64.6,108.2,64.4,LI,1.3,M,NA,FALSE,41.9900684,-72.1299229
NA,503,a,1413,NA,TSCA,62.9,106.2,27.9,LI,1.3,M,NA,FALSE,41.99005334,-72.12994736
NA,503,a,1414,NA,TSCA,65.4,105.5,49,LI,1.3,M,NA,FALSE,41.99004323,-72.12991904
NA,308,c,1415,NA,PIST,177.4,72,3.9,LI,NA,NA,NA,FALSE,41.98957161,-72.12865487
NA,207,d,1416,NA,PIST,157.9,46.6,3.9,LI,NA,NA,NA,TRUE,41.98937711,-72.1289406
NA,600,b,1417,NA,KALA,3.3,130,1.5,LI,1.3,M,NA,TRUE,41.9903572,-72.13060753
NA,308,a,1418,NA,BELE,161.4,63.5,5.3,LI,NA,NA,NA,FALSE,41.98952132,-72.12886338
NA,600,a,1419,NA,KALA,7.2,127.4,1.8,LI,1.3,M,NA,FALSE,41.99032808,-72.13056653
NA,207,d,1420,NA,VACO,150.9,41.6,1.7,LI,1.3,M,This is a blue berry,TRUE,41.98934376,-72.12903451
NA,207,d,1421,NA,BELE,153.9,45.9,5.1,LI,1.3,M,NA,FALSE,41.98937716,-72.12898973
NA,602,c,1422,NA,KALA,59.1,136.3,1.2,LI,NA,NA,NA,FALSE,41.99032585,-72.12992939
NA,308,c,1423,NA,PIST,177.2,71.8,2.6,LI,NA,NA,NA,FALSE,41.98957016,-72.12865767
NA,501,a,1424,NA,ACRU,24.4,109.9,36.9,LI,1.3,M,NA,FALSE,41.99014623,-72.13039834
NA,308,d,1425,NA,PIST,173.7,62.2,4.8,LI,NA,NA,NA,FALSE,41.9894906,-72.12871955
NA,600,a,1426,NA,KALA,4,128.3,2.1,LI,1.3,M,NA,FALSE,41.99034105,-72.13060277
NA,600,a,1426,NA,KALA,3.3,128.4,3.2,LI,1.3,M,NA,FALSE,41.99034303,-72.1306109
NA,501,a,1427,NA,TSCA,24.9,108.2,33.4,LI,1.3,M,NA,FALSE,41.9901304,-72.13039596
NA,500,a,1428,NA,QURU,2.3,101.6,54.9,LI,1.3,M,NA,FALSE,41.99010724,-72.13067912
NA,6,d,1429,NA,BELE,134.6,8.7,1.9,LI,1.3,M,NA,FALSE,41.98907784,-72.12929787
NA,104,a,1430,NA,TSCA,83.4,20.3,1.3,LI,1.3,M,NA,FALSE,41.98926054,-72.12988358
NA,308,c,1431,NA,PIST,176,79.2,3.5,LI,NA,NA,NA,FALSE,41.98963757,-72.12865642
NA,308,c,1432,NA,PIST,177.6,78.8,1.9,LI,NA,NA,NA,FALSE,41.98963153,-72.12863819
NA,308,c,1433,NA,PIST,179.3,77.8,3.3,LI,NA,NA,NA,FALSE,41.98962001,-72.12862004
NA,207,d,1434,NA,PIST,159.8,45.8,1.2,LI,1.3,M,NA,FALSE,41.98936706,-72.12891964
NA,6,d,1435,NA,BELE,137.4,2.6,1.9,LI,1.3,M,NA,FALSE,41.98901944,-72.12927733
NA,308,c,1436,NA,PIST,175.7,77.2,2.4,LI,NA,M,NA,FALSE,41.98962032,-72.1286642
NA,6,d,1437,NA,BELE,136.7,8.4,1.8,LI,NA,NA,NA,FALSE,41.98907191,-72.12927348
NA,6,d,1438,NA,BELE,139.5,1.2,1.4,LI,1.3,M,NA,FALSE,41.98900376,-72.12925524
NA,6,d,1439,NA,BELE,138.8,7,1.8,LI,1.3,M,NA,FALSE,41.98905623,-72.1292514
NA,308,b,1440,NA,PIST,162.4,78.9,4.3,NA,NA,NA,NA,FALSE,41.98965615,-72.1288191
NA,6,d,1441,NA,BELE,136.3,6.3,1.4,LI,1.3,M,NA,FALSE,41.98905393,-72.12928266
NA,6,d,1442,NA,BELE,135.4,3.9,1.2,LI,1.3,M,NA,FALSE,41.98903408,-72.12929843
NA,207,a,1443,NA,PIST,144.4,45.9,4.1,LI,NA,NA,NA,FALSE,41.989392,-72.12910293
NA,6,d,1444,NA,BELE,138.4,2.1,2.4,LI,1.3,M,NA,FALSE,41.98901345,-72.12926646
NA,6,d,1445,NA,PIST,130.2,7.6,2.1,LI,1.3,M,NA,FALSE,41.98907497,-72.12935261
NA,6,d,1446,NA,BELE,135.6,4.6,1.3,LI,1.3,M,NA,FALSE,41.98903997,-72.12929457
NA,6,d,1447,NA,BELE,138.3,9.4,1.7,LI,1.3,M,NA,FALSE,41.98907826,-72.12925231
NA,104,d,1448,NA,KALA,96.8,21.5,1.2,LI,1.3,M,NA,FALSE,41.98925024,-72.12972139
NA,6,d,1449,NA,BELE,137.4,9.3,2.1,LI,1.3,M,NA,FALSE,41.98907878,-72.12926325
NA,308,c,1450,NA,PIST,175,76.6,1.9,LI,NA,M,NA,FALSE,41.9896161,-72.1286738
NA,6,d,1451,NA,BELE,138.8,7,1.3,LI,1.3,M,NA,FALSE,41.98905623,-72.1292514
NA,409,b,1452,NA,PIST,187.9,94.3,1.3,LI,NA,M,NA,FALSE,41.98975272,-72.12848289
NA,6,d,1453,NA,BELE,135.6,7.9,1.6,LI,1.3,M,NA,FALSE,41.98906919,-72.12928764
NA,6,d,1454,NA,BELE,134.7,5.2,2,LI,1.3,M,NA,FALSE,41.98904669,-72.12930403
NA,308,a,1455,NA,BELE,169.2,68.4,3.5,LI,NA,NA,NA,FALSE,41.98955254,-72.12876014
NA,308,a,1456,NA,BELE,161.4,63.6,1.3,LI,NA,NA,NA,FALSE,41.98952221,-72.12886317
NA,700,d,1457,NA,KALA,19.9,155.9,2.8,LI,1.3,M,NA,TRUE,41.99056066,-72.13035531
NA,104,b,1458,NA,KALA,82.3,39.7,1.3,LI,1.3,M,NA,FALSE,41.98943408,-72.12985592
NA,104,d,1459,NA,KALA,93.9,22.7,1.2,LI,1.3,M,NA,FALSE,41.9892654,-72.12975342
NA,308,a,1460,NA,PIST,163.7,65.8,1.7,LI,1.3,M,NA,FALSE,41.9895381,-72.12883114
NA,700,d,1462,NA,PIST,19.8,158.5,41.6,LI,1.3,M,NA,FALSE,41.99058385,-72.13035104
NA,308,b,1463,NA,PIST,163.9,77.2,1.5,LI,NA,M,NA,FALSE,41.98963875,-72.1288048
NA,307,c,1464,NA,PIST,155.8,71.1,1.2,NA,NA,M,NA,FALSE,41.98959738,-72.12891414
NA,308,d,1465,NA,BELE,179,60.6,1.7,LI,1.3,M,NA,FALSE,41.98946815,-72.12865976
NA,308,c,1466,NA,PIST,175.3,78.2,3.9,LI,NA,NA,NA,FALSE,41.9896298,-72.12866686
NA,6,d,1467,NA,BELE,136.3,3.3,2.3,LI,1.3,M,NA,FALSE,41.98902736,-72.12928896
NA,6,d,1469,NA,BELE,138.6,2.4,1.5,LI,1.3,M,NA,FALSE,41.9890158,-72.12926345
NA,903,c,1470,NA,KALA,72.1,198.7,6.2,LI,1.3,M,NA,FALSE,41.9908582,-72.12964336
NA,805,b,1471,NA,KALA,102.3,179,1,LI,1.3,M,NA,FALSE,41.99063656,-72.1293249
