pathway,p_value_all,t_stat_all,FDR_all,description,mean_counts_per_million,p_value_no_mcra,t_stat_no_mcra,FDR_no_mcra,mean_percent_from_mcra
PWY-6628,0.184977112619641,-1.31912227856025,0.266970513603524,superpathway of L-phenylalanine biosynthesis,3874.82405691165,0.228521785921745,-1.19774159528233,0.320718506448794,0.0170972764490201
PWY-6737,0.204349076561867,1.26205521587569,0.293887187846925,starch degradation V,3933.56245638682,0.0215895672467471,2.29540334793125,0.0526164902360843,0.0164860097558288
PWY-5189,0.205461715908546,1.25553936402828,0.294446895685838,tetrapyrrole biosynthesis II (from glycine),5136.52630077909,0.0622207700834146,-1.85445167717918,0.110103710538912,0.0331975991488625
PWY-6901,0.210462628030718,1.24905745210022,0.300555402135096,superpathway of glucose and xylose degradation,3072.15387838616,0.0164282946089521,2.40665411943809,0.0423184551002753,0.0133190951583538
P164-PWY,0.216749386815584,-1.22460993493967,0.308451050468331,purine nucleobases degradation I (anaerobic),1062.6479810858,0.22610352508884,-1.19996629282076,0.318422611457293,0.0144722036905158
PWY-1622,0.218696994409659,-1.21945107669554,0.310138246427635,formaldehyde assimilation I (serine pathway),519.270853798474,0.21899833435715,-1.21864544330177,0.310867636998117,0.00795089956263275
MET-SAM-PWY,0.223543853135566,1.20671182218927,0.315166719396095,superpathway of S-adenosyl-L-methionine biosynthesis,3977.89964599106,0.26122908458125,1.11351887973669,0.350891872688346,0.0249604430531025
PWY-6609,0.223791601733345,1.20642300829443,0.315166719396095,adenine and adenosine salvage III,3836.9694829862,9.5990551826674e-5,3.93881856535885,6.6217211175349e-4,0
PWY0-1338,0.229432593544677,-1.19233092338495,0.321217189641805,polymyxin resistance,169.763323338657,0.239355685041779,-1.1672319649805,0.331352938136068,0
P621-PWY,0.229666344436769,-1.19491135440444,0.321217189641805,nylon-6 oligomer degradation,233.851483623192,0.256056382903549,-1.12959220103498,0.345082608747498,0
PWY-5183,0.233650440671413,-1.19060771884414,0.325670306004333,superpathway of aerobic toluene degradation,46.9148215441487,0.233992394707109,-1.18967848546268,0.32614693371847,4.6503461258084e-4
GLCMANNANAUT-PWY,0.234790638326513,-1.17854941843568,0.326142627299969,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",714.451073227687,0.366446707796266,-0.895126042962141,0.4511286988698,0
GALLATE-DEGRADATION-I-PWY,0.24612151289902,-1.14965113738958,0.340719237244562,gallate degradation II,293.244837301887,0.247102896920268,-1.14725997059099,0.337486171297145,0
PWY-6728,0.248098946087132,1.14995414767751,0.342292444262585,methylaspartate cycle,251.710578740189,0.345822683230691,0.938101182805308,0.434286419212936,0.0309309708757147
PWY-6505,0.2522013115315,-1.13512474057555,0.346776803355813,L-tryptophan degradation XII (Geobacillus),92.8934474336206,0.253907076276605,-1.13103913918839,0.34446726681526,3.15842251528049e-5
CENTFERM-PWY,0.254229831064162,1.13185308935579,0.348389027754593,pyruvate fermentation to butanoate,305.749245685599,0.643802237751611,0.458533780226132,0.713971418977944,0.0666609037466384
PWY-6731,0.255146658041824,-1.1425241039866,0.348472113500076,starch degradation III,24.7947611441779,0.254945011402349,-1.14293214548691,0.344726311098858,0.00234657687239119
P163-PWY,0.256329216167203,-1.1410449378203,0.348916357792815,L-lysine fermentation to acetate and butanoate,200.109795063172,0.487122648177697,-0.697925937638136,0.564840221676133,0.00761840778487889
PWY-6386,0.262662195677407,1.11275465251121,0.356345045469015,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),5248.586023701,1.2044245139124e-4,3.88717153106307,7.9064641477799e-4,0.00977154188963217
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,0.264357953015201,-1.10725083163324,0.357454109226534,4-hydroxyphenylacetate degradation,953.435682710203,0.301463343053054,-1.02488258578783,0.388603266234154,2.21454686900874e-5
CATECHOL-ORTHO-CLEAVAGE-PWY,0.266801996684086,-1.10085718395845,0.359564280299414,catechol degradation to &beta;-ketoadipate,852.67811402183,0.278136518597692,-1.07509781109235,0.366348100547768,0
CRNFORCAT-PWY,0.268248460703629,-1.11223457149329,0.360320539625007,creatinine degradation I,53.9487810179558,0.271726395324087,-1.10417462720847,0.360097533373391,0
PWY1G-0,0.269234344610337,-1.09538033471433,0.360455191632919,mycothiol biosynthesis,1104.11564525888,0.323321001728366,-0.978918775121106,0.411223899073265,0.0143943504452874
PWY-7323,0.278294482776733,-1.07442628125364,0.371363457344689,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,4677.25256880175,0.112243729791467,-1.57673923774457,0.17914979617697,0.0213697802804835
GALLATE-DEGRADATION-II-PWY,0.280908590939209,-1.06854948833517,0.373626785987771,gallate degradation I,262.6776838613,0.281486278102907,-1.06726572602789,0.36727174347742,0
PWY-1882,0.286467750948295,-1.05784893017224,0.379779721941225,superpathway of C1 compounds oxidation to CO2,96.288219561924,0.280334080556471,-1.07144271421521,0.36727174347742,0.0134269171041877
PHOSLIPSYN-PWY,0.287611277148317,-1.05509737609091,0.380057759088847,superpathway of phospholipid biosynthesis I (bacteria),6421.91382028469,0.0707638731650466,1.80230154497177,0.12308075375288,0.00607926904146754
PWY-6396,0.292064142812175,-1.04643738635164,0.384692900079466,"superpathway of 2,3-butanediol biosynthesis",371.066304084058,0.287448108873385,-1.05653945757549,0.372584013730789,0.00560036618833886
PWY-7199,0.293712538140614,-1.04048393428699,0.385616138784613,pyrimidine deoxyribonucleosides salvage,2847.52986467884,0.843984975607291,-0.194762460433018,0.876280319061652,0.00823855074112052
PWY-6895,0.297702717615569,-1.03667015218392,0.389122526852793,superpathway of thiamin diphosphate biosynthesis II,2026.54486384493,0.21573542667278,-1.23297202894043,0.309170136112047,0.0211221807940701
P381-PWY,0.298307671139541,-1.03093691033943,0.389122526852793,adenosylcobalamin biosynthesis II (late cobalt incorporation),312.500939246605,0.21655408362793,-1.22559433540047,0.309254428198483,0.0326210557626203
PWY-6957,0.299251476424875,-1.03525476872479,0.389122526852793,mandelate degradation to acetyl-CoA,30.0317950889828,0.301805123785427,-1.02968916494364,0.388603266234154,0
PWY-6478,0.301464802806119,-1.02544203198755,0.390752148860161,GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,1301.67047834995,0.267121235813155,-1.10148781982311,0.356453583527718,0.00961645254664451
PWY-6906,0.303683312933952,-1.02326813398212,0.392378121790852,chitin derivatives degradation,83.9448811611646,0.367605781753413,-0.896004349384331,0.4511286988698,0
PWY-6892,0.318358356873024,0.988661787759662,0.410037503947217,thiazole biosynthesis I (E. coli),1980.68978549985,0.16900932888259,1.36438039656953,0.251046703851146,0.0218565709487787
PWY-622,0.320039008038888,-0.985975453569557,0.4109018178922,starch biosynthesis,21.2318707234171,0.339103498504246,-0.947756119553817,0.428618397177727,0.00284604127151436
METHYLGALLATE-DEGRADATION-PWY,0.33071419188196,-0.963571112737678,0.423272566339489,methylgallate degradation,279.728426128091,0.332782379884182,-0.959447908019707,0.421939029946611,3.1767328334706e-4
GLYCOCAT-PWY,0.333551411901968,0.959007077246837,0.425565594495614,glycogen degradation I (bacterial),3996.64558568078,0.00243770542035467,3.0392978525606,0.00927239351480702,0.00884775035603301
PWY-5417,0.33623845283315,-0.952642848069626,0.426321028981595,catechol degradation III (ortho-cleavage pathway),815.419625118399,0.347855952489969,-0.929946313572746,0.434286419212936,0
PWY-5431,0.33623845283315,-0.952642848069626,0.426321028981595,aromatic compounds degradation via &beta;-ketoadipate,815.419625118399,0.347855952489969,-0.929946313572746,0.434286419212936,0
PWY-7446,0.338368700596508,-0.949318406535986,0.427689630878195,sulfoglycolysis,68.4565920115166,0.367996874753743,-0.892538933377586,0.4511286988698,0
VALDEG-PWY,0.35752481621348,-0.911707597120121,0.450432805730639,L-valine degradation I,21.7097409593576,0.367016233849711,-0.893825269540889,0.4511286988698,0.0043971892365572
PWY-6339,0.358575501367879,-0.909912768275301,0.450432805730639,syringate degradation,84.9563261418817,0.358526058773998,-0.910006616234233,0.444878371710418,6.8811550353982e-4
PWY-7111,0.368944719525141,-0.890883968580385,0.462032310297638,pyruvate fermentation to isobutanol (engineered),10292.1059214842,0.302671340039869,-1.02234995652663,0.388603266234154,0.0205612748540693
LIPASYN-PWY,0.371516479031105,-0.894933228533861,0.46382578823822,phospholipases,16.3384136497361,0.370842820666657,-0.896192106380657,0.451895293447094,0
PWY-6948,0.380714160799173,-0.867779261357076,0.473855239893772,sitosterol degradation to androstenedione,77.8000916618616,0.381610130597333,-0.8661446358761,0.4608763298312,0
PYRIDNUCSYN-PWY,0.394163745497521,0.844765517617365,0.487806400767632,NAD biosynthesis I (from aspartate),4469.02344311112,0.180829255139939,1.32851167412244,0.264739233244443,0.0208030866213822
PWY-7234,0.39432016179988,0.84500210498842,0.487806400767632,inosine-5'-phosphate biosynthesis III,4445.0820306549,0.17682326756058,-1.3398996559277,0.259913167561842,0.0333198403791012
PWY-6404,0.395993823320661,-0.840862110257008,0.488338352044448,superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,181.448364477307,0.395481547547759,-0.841773346784232,0.476215946307508,0.00330973076475378
PWY0-1297,0.397149863701995,0.838752666871097,0.488338352044448,superpathway of purine deoxyribonucleosides degradation,2961.38802142271,0.00592428711562496,2.75078302586422,0.0185475758158412,0.00502642099823474
P101-PWY,0.399851623919513,-0.833933857767044,0.490179551009765,ectoine biosynthesis,317.56615736003,0.399867151913667,-0.833904903071993,0.480076492120538,0.00122540735539038
PWY-7237,0.402065196470156,-0.829844442409438,0.491413017907968,"myo-, chiro- and scillo-inositol degradation",2395.79422318346,0.968231917222936,0.0394117729486281,0.973013309406753,0
PWY-5177,0.404658297176447,0.825399559789565,0.491982770207225,glutaryl-CoA degradation,231.730922169128,0.244428053208909,1.15389656668571,0.334956961804802,0.037406231432787
GALACT-GLUCUROCAT-PWY,0.404948963192679,0.824659217138924,0.491982770207225,superpathway of hexuronide and hexuronate degradation,1408.76377481634,0.0125825792925432,2.48964095150268,0.0339146342520867,0
GLYCOGENSYNTH-PWY,0.417452437956603,0.804237802516575,0.504401077494666,glycogen biosynthesis I (from ADP-D-Glucose),3944.08836988418,0.0514325146169701,1.93962475978482,0.101632482435675,0.0146520052796141
PWY-621,0.41764904942433,0.802777133383459,0.504401077494666,sucrose degradation III (sucrose invertase),2356.6305752654,0.021114538288079798,2.29889795831725,0.0517687776099307,0.00516330458502243
PWY-5659,0.438069528456126,0.768311100506651,0.526693918708322,GDP-mannose biosynthesis,6110.64687489291,0.872005855332705,0.159619864620386,0.903069677151173,0.0242624417550422
PWY-6397,0.438695917548209,-0.767124571825592,0.526693918708322,mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,73.4212824102665,0.438691396307915,-0.76713213058597,0.517528690716873,0.00208530938804747
P221-PWY,0.442366371633832,-0.760660779546402,0.52953856839697,octane oxidation,1091.85821905511,0.447671878304596,-0.751831195509354,0.525079119510002,8.9290292797072e-4
PWY-6713,0.450014810208935,-0.750090947577152,0.537114450894535,L-rhamnose degradation II,27.0225029616341,0.464380646611566,-0.726567244925808,0.541555653784835,0.0228057828868653
PWY-7024,0.452798182134703,-0.754123206144399,0.538856316166153,superpathway of the 3-hydroxypropanoate cycle,14.2242984669665,0.451852701080821,-0.755821269380981,0.528459911896248,0
ARG+POLYAMINE-SYN,0.466188016099242,0.722827861631272,0.553173535138168,superpathway of arginine and polyamine biosynthesis,2374.71366103657,0.827470772926815,0.215709789633702,0.863540011746701,0.0289049995181916
PWY-5897,0.501415743202976,-0.665681913935709,0.58981562856535,superpathway of menaquinol-11 biosynthesis,1750.52371655142,0.92279988375314,0.0959595378540238,0.936607363310543,0.0139144002717046
PWY-5898,0.501415743202976,-0.665681913935709,0.58981562856535,superpathway of menaquinol-12 biosynthesis,1750.52371655142,0.92279988375314,0.0959595378540238,0.936607363310543,0.0139144002717046
PWY-5899,0.501415743202976,-0.665681913935709,0.58981562856535,superpathway of menaquinol-13 biosynthesis,1750.52371655142,0.92279988375314,0.0959595378540238,0.936607363310543,0.0139144002717046
PWY-6588,0.505337958138399,0.659486290987758,0.589872278049786,pyruvate fermentation to acetone,1229.80897677819,0.745758623969786,-0.320875512093202,0.796650288597646,0.0608652309476291
PWY4FS-7,0.505811855133601,-0.659175967781637,0.589872278049786,phosphatidylglycerol biosynthesis I (plastidic),5952.32209551907,0.00426130406165438,2.86546207809949,0.01469788773808,0.00354822558403631
PWY4FS-8,0.505811855133601,-0.659175967781637,0.589872278049786,phosphatidylglycerol biosynthesis II (non-plastidic),5952.32209551907,0.00426130406165464,2.86546207809932,0.01469788773808,0.00354822558403666
PWY-7332,0.512872907099315,-0.647810805146362,0.596397923398346,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,1306.64089198076,0.436656974809052,-0.77026625452123,0.516626130079315,0.0183068899717621
PWY-6749,0.519642528885586,-0.637322376963852,0.600928723212481,CMP-legionaminate biosynthesis I,219.886877454681,0.486913320477418,-0.688235449535571,0.564840221676133,0.0140171510908417
PWY-5838,0.519722138994579,-0.637568160797247,0.600928723212481,superpathway of menaquinol-8 biosynthesis I,1832.17210504886,0.941442606988858,0.0727448544845246,0.948433517436795,0.0153833338396871
PWY-6107,0.532734877282095,-0.617908296156095,0.612868826292866,chlorosalicylate degradation,110.833914020069,0.572640735076003,-0.558758336362023,0.646922969723627,0
PWY-6507,0.533060355055712,0.617004736733255,0.612868826292866,4-deoxy-L-threo-hex-4-enopyranuronate degradation,1566.50108131596,0.0297797800270468,2.16361389897888,0.0669633727680003,0
PWY-5744,0.535580741582769,-0.618874343160638,0.614032005138555,glyoxylate assimilation,11.8996533138339,0.534601705561146,-0.620422343947887,0.611187904953333,0
PWY-5743,0.544165703247551,-0.604714590878648,0.622122025903801,3-hydroxypropanoate cycle,12.3428557992616,0.543242402628768,-0.606149400178919,0.619326772744842,0
PWY-7013,0.559677236713333,0.577425594125284,0.638063404320242,"L-1,2-propanediol degradation",138.099257578196,0.272506241471755,1.08744481556304,0.360097533373391,9.45189814663824e-5
PWY-6470,0.563886122054859,-0.573487842634665,0.640646150055633,peptidoglycan biosynthesis V (&beta;-lactam resistance),140.859722953871,0.56479441469102,-0.572139263587438,0.642098678154316,0.00455924306594242
PWY-6944,0.56550289773102,-0.569810788531935,0.640646150055633,androstenedione degradation,25.3340991908763,0.567573881829218,-0.566768266672421,0.643461197505547,0
P562-PWY,0.566664899312107,-0.56715337352498,0.640646150055633,myo-inositol degradation I,1397.31798964114,0.725344942211703,0.347677424436401,0.778932431346077,0
GOLPDLCAT-PWY,0.57002286802186,0.562722602499549,0.642657360899992,"superpathway of glycerol degradation to 1,3-propanediol",23.6240973475975,0.374386251217095,0.880600378713707,0.454851355956292,0
PWY-1541,0.573488838852215,-0.609682337642364,0.644778887880806,superpathway of taurine degradation,12.7725634769433,0.577050138982401,-0.604282528620607,0.648782891065849,0
PWY-1361,0.590393877119926,-0.532900357678713,0.661956771316281,benzoyl-CoA degradation I (aerobic),18.5195003166032,0.59238157245477,-0.53004700180838,0.664185399418984,0
AEROBACTINSYN-PWY,0.600648940977399,-0.518034486702087,0.670390005835683,aerobactin biosynthesis,4.99484390024342,0.600696676815368,-0.517966542478964,0.669817938257136,0
P125-PWY,0.60125012455825,0.517307848655633,0.670390005835683,"superpathway of (R,R)-butanediol biosynthesis",555.898602556664,0.763781049878851,0.297388955690636,0.811642003396064,0.0281738351762285
PWY-6383,0.602856860284668,0.514992217093972,0.670390005835683,"mono-trans, poly-cis decaprenyl phosphate biosynthesis",1143.09148988517,0.939969047254608,0.0744958902752125,0.948433517436795,0.0348932074918782
PWY-2941,0.626294978435551,-0.482572050951607,0.694556011507545,L-lysine biosynthesis II,397.664795424812,0.615772395406473,-0.497351954719796,0.684752363197908,0.00737770919441056
NONOXIPENT-PWY,0.649863198382989,0.449489181493702,0.718734569950751,pentose phosphate pathway (non-oxidative branch),7446.23707008181,0.00158596059638439,3.16781295408712,0.00686687194391964,0.0137331689514205
DENITRIFICATION-PWY,0.655836627872222,-0.4410698834438,0.723375359197817,nitrate reduction I (denitrification),680.963486124883,0.670182682950797,-0.421494343047875,0.737200951245877,0
PWY-6317,0.668634397315172,0.423930872500426,0.73549783704669,galactose degradation I (Leloir pathway),3677.8829130674,0.182905443393139,1.32161652227302,0.266488224988362,0.0152372610445302
THREOCAT-PWY,0.675799061116517,-0.414024171149515,0.741375250335371,superpathway of L-threonine metabolism,97.0992543853984,0.652614345961146,-0.445658796895725,0.721777279364637,0.0391547443374983
PWY-5121,0.690707412512452,-0.394009533009407,0.755693324980022,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),4947.75401176255,0.0857305912506351,1.70898848042155,0.143589920325138,0.011144741654689
AST-PWY,0.702980632081922,-0.377340080770753,0.767059295596091,L-arginine degradation II (AST pathway),618.447690741592,0.71691323885507,-0.358816424849244,0.772551618208439,0
PWY-5304,0.707172434631254,0.371990969689321,0.769570002392835,superpathway of sulfur oxidation (Acidianus ambivalens),1332.55046089874,0.191752309829589,1.29511743961918,0.277733772600152,0
PWY-7295,0.71703607839576,-0.366752852231787,0.778223157085531,L-arabinose degradation IV,82.1369342058262,0.717504942709558,-0.366110828769905,0.772551618208439,0
PWY-7527,0.74865618454593,-0.317444343805413,0.810380497633493,L-methionine salvage cycle III,74.0065603208905,0.709660357981857,-0.368889054250901,0.770218041862976,0.0198775215455527
LACTOSECAT-PWY,0.751804842599933,-0.313008388624705,0.811630161639715,lactose and galactose degradation I,119.21462209642,0.751616220678023,-0.313256027508014,0.800805763916113,0
SER-GLYSYN-PWY,0.760442680852501,-0.301563149528542,0.817757493625344,superpathway of L-serine and glycine biosynthesis I,6637.54653102116,0.815134406026015,0.232005254406036,0.855050781578836,0.0201303861331375
PWY-7200,0.761976310922537,0.299832231147897,0.817757493625344,superpathway of pyrimidine deoxyribonucleoside salvage,3182.53903392459,0.67562531806047,-0.414498461545155,0.739192216265084,0.0284769541965506
PWY-5840,0.763870099422681,-0.297276411558301,0.817757493625344,superpathway of menaquinol-7 biosynthesis,1757.48941255227,0.418088106753206,0.802089524935145,0.499008385479633,0.0118532481461296
PWY-4361,0.765517457177533,-0.295488146725851,0.817757493625344,S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,51.526575458944,0.65829944152865,-0.438252562207473,0.726091795940814,0.02782924387676
DHGLUCONATE-PYR-CAT-PWY,0.774308125323351,-0.283655483756317,0.824982740854984,glucose degradation (oxidative),34.8005369572334,0.774695090977118,-0.283157852845853,0.821096099030434,0
PANTOSYN-PWY,0.792958836601067,-0.260075010240115,0.840078582883651,pantothenate and coenzyme A biosynthesis I,4907.08001850527,0.13548279580186,1.48684061672937,0.20575185780357,0.015385867316095
RHAMCAT-PWY,0.794919781868915,-0.257131547108963,0.840078582883651,L-rhamnose degradation I,1420.70707286486,0.369884342850027,0.889299749714455,0.451895293447094,0
PWY-5005,0.79632786754191,0.255864702793002,0.840078582883651,biotin biosynthesis II,152.09756694032,0.446595708175782,0.754450893540997,0.525079119510002,0.0125929061488215
PWY-3801,0.796733004897025,-0.255189333970159,0.840078582883651,sucrose degradation II (sucrose synthase),28.0458470854827,0.796870755031496,-0.255012139863151,0.838052706195914,0.00340787702447431
PWY-5861,0.807125044516135,-0.241617811041102,0.84883693312162,superpathway of demethylmenaquinol-8 biosynthesis,1413.85374201865,0.692291696938232,0.391888149765356,0.753376258432782,0.016096430633269
PWY-6897,0.811927273115385,0.235563384470706,0.84951042897193,thiamin salvage II,5144.37882460944,0.240688937139615,-1.16399903174541,0.33153426279063,0.0298934043172357
GLUCUROCAT-PWY,0.811939943169732,0.235426404839247,0.84951042897193,superpathway of &beta;-D-glucuronide and D-glucuronate degradation,1893.39389237423,0.0463988061560648,1.98124135275912,0.0946404831635164,0
PWY-5265,0.822514555900765,-0.222049118556319,0.858367754491311,peptidoglycan biosynthesis II (staphylococci),75.6583290945536,0.822551777461473,-0.222001758587422,0.860613299297736,3.6203931648537e-4
PWY-5677,0.839328392428831,-0.200345311601074,0.873674311300599,succinate fermentation to butanoate,169.946897500917,0.716320207944771,0.360784895101145,0.772551618208439,0
HOMOSER-METSYN-PWY,0.847633586661434,-0.190244801625751,0.880068545334703,L-methionine biosynthesis I,3142.31238625636,0.427842035840571,0.785541302755548,0.509157042652375,0.0120283175101734
GALACTUROCAT-PWY,0.851623473219066,-0.185109164353793,0.881961205089465,D-galacturonate degradation I,2019.30218980829,0.13385558465145,1.48774309869474,0.205581973408077,0
ASPASN-PWY,0.861377134246879,-0.173067226924885,0.889798207204263,superpathway of L-aspartate and L-asparagine biosynthesis,1924.39395438175,0.974448056995441,-0.031909756930605,0.976848175362425,0.0230355673869122
PWY-5695,0.879923536320245,-0.149712667216503,0.906655390588202,urate biosynthesis/inosine 5'-phosphate degradation,5874.13963346706,0.922731404056911,-0.0962167433520912,0.936607363310543,0.0177756581274637
PWY-6641,0.888576044389598,0.138771446339579,0.913258712289309,superpathway of sulfolactate degradation,71.4709061769186,0.976892042480616,-0.0290436726696931,0.976892042480616,0.0548345899341307
PWY-7242,0.899510531648549,-0.124777677581722,0.921384226344244,D-fructuronate degradation,2917.67238111505,0.0804398299357833,1.73794141808958,0.138139286007864,0
PWY-1422,0.901009636572504,-0.123206862763236,0.921384226344244,vitamin E biosynthesis (tocopherols),3.56918760372162,0.898978750174086,-0.125745266507166,0.928640485585921,0
PWY-6662,0.908620995055782,0.113555410214804,0.926838959868931,superpathway of quinolone and alkylquinolone biosynthesis,424.44385649032,0.91111849035012,0.110436832468851,0.93642733730429,0.00435253414926856
PWY-6660,0.914093666760973,0.106726833458941,0.93009030592929,2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis,449.369639490712,0.916974687772745,0.103132781973284,0.936607363310543,0.0046748200761134
PWY-7211,0.927097265482992,0.0905300238375336,0.940969045016403,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,4591.54655495722,0.241115827484094,-1.16189694504523,0.33153426279063,0.029218439774994
P161-PWY,0.935294950391696,-0.0801242456500037,0.946927972162737,acetylene degradation,4393.51173898714,0.0221929289182641,2.2804607370834,0.0532223211308587,4.0672082492037e-5
PWY-6703,0.960763312387932,0.0488435782310174,0.96938203403698,preQ0 biosynthesis,3452.79372689121,0.113019036365173,-1.57328567078817,0.179682608596193,0.0369362067492737
ARGORNPROST-PWY,0.962236711918771,0.0465438349506136,0.96938203403698,"arginine, ornithine and proline interconversion",1282.70174715719,0.909668202074624,0.11210557593386,0.93642733730429,0.0155279174386142
PWY-5507,0.97443732666631,-0.0316030079757087,0.979249362847378,adenosylcobalamin biosynthesis I (early cobalt insertion),235.394161820325,0.68873236554178,-0.397065335989174,0.751512259451755,0.0531821269585409
PWY-5392,0.989397803399471,0.0135783063801852,0.990687697784788,reductive TCA cycle II,664.124035715336,0.597014591212718,-0.523454223918742,0.66754104017466,0.0162947997820616
P122-PWY,0.990687697784788,0.0116428315874782,0.990687697784788,heterolactic fermentation,1965.31394156295,0.31686509456241,0.996467398800108,0.40427615513135,0.00730601455406198
