"plate_identifier","Inner.Core.Sample.ID","Sample.Mass.Added.to.Tube..mg.","Date.Weighed","Name.of.Weigher","Notes","Sample.Archived","Sample.Notes","Extraction.Plate.ID","Plate.Well.No.","Plate.Position","Blank.Well.","Sample.Added.to.Extraction.Plate","Name.of.Person.Adding.to.Plate","Date.Plate.Extracted","species","material","core_type","lab_id","Well","Sample.description.1","Sample.description.2","Sample.description.3","Sample.description.4","Target","Conc.copies.µL.","Molecular.Weight.pg.µL.","Status","Status.Reason","Experiment","SampleType","TargetType","Supermix","DyeName.s.","Copies.20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","analysis_type"
"4F11","ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,"7/25/2022","Qespi","","x","","Plate 4",86,"F11","","8/9/2022","Cade","8/9/2022","ACSA","Wood","Inner","24c","F11","Plate 4","",NA,NA,"mcra","693.631896972656",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",13872.6376953125,NA,NA,708.896667480469,678.562561035156,18568,8271,10297,"loose"
"4F11","ACSA_SM2
Wood_Inner
Lab ID: 24c",104.4,"7/25/2022","Qespi","","x","","Plate 4",86,"F11","","8/9/2022","Cade","8/9/2022","ACSA","Wood","Inner","24c","F11","Plate 4","",NA,NA,"16s_bact","728.88037109375",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",14577.607421875,NA,NA,746.199035644531,711.81298828125,15437,7129,8308,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mmox","0.921457350254059",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",18.4291477203369,NA,NA,1.55099725723267,0.490970134735107,15327,12,15315,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"16s_bact","190.045166015625",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",3800.9033203125,NA,NA,198.242034912109,181.904998779297,13971,2084,11887,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"pmoa","0.151930078864098",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",3.0386016368866,NA,NA,0.486701309680939,0.023016145452857,15488,2,15486,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mcra","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.18409138917923,0,19148,0,19148,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"16s_arc","6.4937105178833",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",129.874206542969,NA,NA,8.10694408416748,5.11128520965576,13262,73,13189,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mcra_probe","0.223415851593018",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",4.46831703186035,NA,NA,0.592219233512878,0.0530201904475689,15799,3,15796,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"16s_bact","206.59016418457",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",4131.80322265625,NA,NA,215.168731689453,198.073699951172,13971,2250,11721,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mcra","0.491630017757416",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",9.83260059356689,NA,NA,0.920683562755585,0.222560033202171,19148,8,19140,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.229989588260651,0,15327,0,15327,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.223117917776108,0,15799,0,15799,"strict"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"pmoa","0.303879767656326",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.07759523391724,NA,NA,0.716598212718964,0.0916874557733536,15488,4,15484,"loose"
"4F12","BEAL_CUL8R
Wood_Inner
Lab ID: 32c",101.8,"7/21/2022","Qespi ","","x","","Plate 4",94,"F12","","8/9/2022","Cade","8/9/2022","BEAL","Wood","Inner","32c","F12","Plate 4","",NA,NA,"16s_arc","2.04209876060486",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",40.8419761657715,NA,NA,2.99928689002991,1.31443881988525,13262,23,13239,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"16s_arc","135.819793701172",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",2716.39599609375,NA,NA,142.328430175781,129.346954345703,15445,1684,13761,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mmox","0.0826899036765099",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.65379810333252,NA,NA,0.394979387521744,0.00347285903990269,14228,1,14227,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mcra_probe","0.175435528159142",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",3.50871062278748,NA,NA,0.562012314796448,0.0265768002718687,13413,2,13411,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"16s_arc","663.409606933594",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",13268.1923828125,NA,NA,679.670166015625,647.370727539063,15445,6657,8788,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mcra","2.21067428588867",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",44.2134857177734,NA,NA,3.0865364074707,1.51892852783203,16513,31,16482,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"16s_bact","10561.869140625",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",211237.375,NA,NA,12782.0673828125,9192.353515625,15847,15845,2,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"16s_bact","10561.869140625",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",211237.375,NA,NA,12782.0673828125,9192.353515625,15847,15845,2,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.262812167406082,0,13413,0,13413,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"pmoa","28.4201526641846",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",568.403076171875,NA,NA,31.4361877441406,25.411828994751,14329,342,13987,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mmox","0.992662608623505",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",19.8532524108887,NA,NA,1.67088460922241,0.528902173042297,14228,12,14216,"loose"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"mcra","0.498821526765823",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",9.97643089294434,NA,NA,0.97161453962326,0.211902067065239,16513,7,16506,"strict"
"4F2","PIST_WP402
Wood_Outer
Lab ID: 110a",105.9,"7/21/2022","Qespi","","x","","Plate 4",14,"F2","","","","","PIST","Wood","Outer","110a","F2","Plate 4","",NA,NA,"pmoa","12.1316480636597",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",242.632965087891,NA,NA,14.0944728851318,10.1720933914185,14329,147,14182,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"pmoa","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.229989588260651,0,15327,0,15327,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"16s_bact","48.8811798095703",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",977.623596191406,NA,NA,52.9626770019531,44.813793182373,13588,553,13035,"loose"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mcra","0.361623764038086",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",7.23247528076172,NA,NA,0.785950124263763,0.127134248614311,16269,5,16264,"loose"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.261816561222076,0,13464,0,13464,"loose"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"16s_bact","39.2633399963379",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",785.266784667969,NA,NA,42.9131469726563,35.6248245239258,13588,446,13142,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mmox","0.268222957849503",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",5.36445903778076,NA,NA,0.711014032363892,0.0636527165770531,13160,3,13157,"loose"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"16s_arc","0.164945051074028",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",3.29890108108521,NA,NA,0.528400599956512,0.0249876882880926,14266,2,14264,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"16s_arc","4.04782629013062",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",80.9565277099609,NA,NA,5.29455089569092,3.01471996307373,14266,49,14217,"loose"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.267865300178528,0,13160,0,13160,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mcra","0.144636169075966",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",2.89272332191467,NA,NA,0.463332384824753,0.0219112355262041,16269,2,16267,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.261816561222076,0,13464,0,13464,"strict"
"4F4","QURU_BOWSER
Wood_Outer
Lab ID: 126a",104,"7/26/2022","Qespi","","x","","Plate 4",30,"F4","","","","","QURU","Wood","Outer","126a","F4","Plate 4","",NA,NA,"pmoa","0.076760545372963",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.53521084785461,NA,NA,0.36665353178978,0.00322384224273264,15327,1,15326,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.26171937584877,0,13469,0,13469,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"16s_arc","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.236279904842377,0,14919,0,14919,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.279771834611893,0,12600,0,12600,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mcra","0.0663005784153938",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.32601153850555,NA,NA,0.316685259342194,0.00278454902581871,17745,1,17744,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mmox","0.349438041448593",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.98876094818115,NA,NA,0.824053704738617,0.105432003736496,13469,4,13465,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"pmoa","0.0971607267856598",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.9432145357132,NA,NA,0.46411195397377,0.00408058846369386,12109,1,12108,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"16s_bact","0.679364502429962",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",13.5872898101807,NA,NA,1.23099517822266,0.323932439088821,15590,9,15581,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mcra","0.198912933468819",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",3.97825860977173,NA,NA,0.527259171009064,0.0472056306898594,17745,3,17742,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"pmoa","0.58308470249176",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",11.661693572998,NA,NA,1.19213366508484,0.228340417146683,12109,6,12103,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"16s_arc","18.5187168121338",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",370.374328613281,NA,NA,20.8990230560303,16.143217086792,14919,233,14686,"loose"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.279771834611893,0,12600,0,12600,"strict"
"4F5","QURU_RO11
Wood_Outer
Lab ID: 134a",100,"7/22/2022","Qespi","","x","","Plate 4",38,"F5","","","","","QURU","Wood","Outer","134a","F5","Plate 4","",NA,NA,"16s_bact","230.512115478516",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",4610.2421875,NA,NA,239.13557434082,221.951385498047,15590,2774,12816,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.244541957974434,0,14415,0,14415,"strict"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mcra","0.358690977096558",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",7.17381954193115,NA,NA,0.779574930667877,0.126103296875954,16402,5,16397,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"pmoa","0.312932729721069",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.25865459442139,NA,NA,0.737950444221497,0.0944186821579933,15040,4,15036,"strict"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mcra_probe","0.379853814840317",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",7.59707641601563,NA,NA,1.00700759887695,0.0901408791542053,9293,3,9290,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mcra","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.21491451561451,0,16402,0,16402,"strict"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"16s_arc","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.217917427420616,0,16176,0,16176,"strict"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"16s_bact","0.500590324401855",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",10.0118064880371,NA,NA,1.02343392372131,0.196039140224457,14104,6,14098,"strict"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"16s_bact","303.819152832031",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6076.3828125,NA,NA,314.40625,293.326446533203,14104,3210,10894,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"16s_arc","19.8766326904297",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",397.532653808594,NA,NA,22.2455863952637,17.5124378204346,16176,271,15905,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mmox","0.326502621173859",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.53005218505859,NA,NA,0.769956648349762,0.0985126197338104,14415,4,14411,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"pmoa","7.76965475082397",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",155.393096923828,NA,NA,9.41034507751465,6.33295631408691,15040,99,14941,"loose"
"4F6","SAAL_SA1
Wood_Outer
Lab ID: 142a",103.5,"7/27/2022","Qespi","","x","","Plate 4",46,"F6","","","","","SAAL","Wood","Outer","142a","F6","Plate 4","",NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.379347264766693,0,9293,0,9293,"strict"
"4F7","TSCA_H4
Wood_Outer
Lab ID: 150a",104.7,"7/21/2022","Cade","","x","","Plate 4",54,"F7","","","","","TSCA","Wood","Outer","150a","F7","Plate 4","",NA,NA,"mmox","0.632256150245667",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",12.6451225280762,NA,NA,1.18409812450409,0.286211878061295,14890,8,14882,"loose"
